"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"196","GO:0005856",0.00364593496272177,0.997885754005585,131,178,"cytoskeleton","CC"
"826","GO:0098552",0.0128192818432579,0.996198616429161,27,32,"side of membrane","CC"
"74","GO:0001650",0.0153247993442254,0.997251407343513,17,19,"fibrillar center","CC"
"237","GO:0009898",0.0276433844388403,0.996628509377212,12,13,"cytoplasmic side of plasma membrane","CC"
"96","GO:0005576",0.0334530565342472,0.984737214063095,37,48,"extracellular region","CC"
"830","GO:0098562",0.0434292525648234,0.988306342358716,17,20,"cytoplasmic side of membrane","CC"
"909","GO:0110165",0.0450020188991476,0.977865565744794,734,1133,"cellular anatomical entity","CC"
"260","GO:0016020",0.045417015410889,0.965274118573336,323,480,"membrane","CC"
"253","GO:0015629",0.0461017546266707,0.981423164306861,27,34,"actin cytoskeleton","CC"
"753","GO:0071944",0.0465360792257118,0.966583270877781,169,243,"cell periphery","CC"
"332","GO:0030312",0.0546043864579328,0.992396810538987,10,11,"external encapsulating structure","CC"
"376","GO:0031012",0.0546043864579328,0.992396810538987,10,11,"extracellular matrix","CC"
"241","GO:0010008",0.0552410974565755,0.973189698595442,36,47,"endosome membrane","CC"
"254","GO:0015630",0.0603116118263182,0.96025992085294,91,128,"microtubule cytoskeleton","CC"
"833","GO:0098590",0.0703321515525604,0.960158435980147,49,66,"plasma membrane region","CC"
"290","GO:0019867",0.0783775239796659,0.967969327616865,22,28,"outer membrane","CC"
"439","GO:0031968",0.0783775239796659,0.967969327616865,22,28,"organelle outer membrane","CC"
"628","GO:0044297",0.0797804691087481,0.958422092620523,36,48,"cell body","CC"
"220","GO:0005938",0.0841079770828512,0.967574099846165,20,25,"cell cortex","CC"
"159","GO:0005770",0.0847698025106466,0.962790608892873,24,31,"late endosome","CC"
"654","GO:0045111",0.0904757814892519,1,5,5,"intermediate filament cytoskeleton","CC"
"595","GO:0043197",0.0938552117982587,0.984975054636787,9,10,"dendritic spine","CC"
"635","GO:0044309",0.0938552117982587,0.984975054636787,9,10,"neuron spine","CC"
"561","GO:0036452",0.0974448629051658,0.984637136624171,8,9,"ESCRT complex","CC"
"585","GO:0042995",0.0999633687237712,0.928450863358153,110,158,"cell projection","CC"
"620","GO:0043679",0.117825822860109,0.969056750559998,11,13,"axon terminus","CC"
"633","GO:0044306",0.117825822860109,0.969056750559998,11,13,"neuron projection terminus","CC"
"95","GO:0005575",0.118301271285732,0.936365890733201,736,1139,"cellular_component","CC"
"210","GO:0005902",0.118960863188266,1,5,5,"microvillus","CC"
"334","GO:0030424",0.119234537272271,0.932795676492968,37,50,"axon","CC"
"656","GO:0045121",0.122071674699444,0.96760096779512,11,13,"membrane raft","CC"
"867","GO:0098857",0.122071674699444,0.96760096779512,11,13,"membrane microdomain","CC"
"564","GO:0036477",0.122648936437618,0.923216058961018,51,71,"somatodendritic compartment","CC"
"341","GO:0030659",0.124144263625988,0.922158210392786,51,71,"cytoplasmic vesicle membrane","CC"
"516","GO:0034451",0.126195280229605,0.95846792718488,13,16,"centriolar satellite","CC"
"246","GO:0012506",0.128339689852172,0.918358750537699,53,74,"vesicle membrane","CC"
"832","GO:0098588",0.131013958539203,0.905876840814838,94,136,"bounding membrane of organelle","CC"
"209","GO:0005901",0.133777467650019,1,5,5,"caveola","CC"
"652","GO:0044853",0.133777467650019,1,5,5,"plasma membrane raft","CC"
"935","GO:0150034",0.136336565552266,0.934847316949265,23,30,"distal axon","CC"
"888","GO:0099081",0.137375620255281,0.915995194240404,43,60,"supramolecular polymer","CC"
"897","GO:0099512",0.137375620255281,0.915995194240404,43,60,"supramolecular fiber","CC"
"588","GO:0043025",0.141027162143515,0.920469107428905,33,45,"neuronal cell body","CC"
"702","GO:0062023",0.14720614852105,0.973903270978002,7,8,"collagen-containing extracellular matrix","CC"
"868","GO:0098858",0.148160414664875,0.95897297624988,10,12,"actin-based cell projection","CC"
"157","GO:0005768",0.15021119429018,0.897276470966888,66,94,"endosome","CC"
"141","GO:0005741",0.150810709766437,0.930957843950638,19,25,"mitochondrial outer membrane","CC"
"236","GO:0009897",0.152257528233724,0.957462717590783,10,12,"external side of plasma membrane","CC"
"305","GO:0030054",0.153149662258742,0.886577761687542,104,151,"cell junction","CC"
"227","GO:0008023",0.158547704453982,0.971052367515732,7,8,"transcription elongation factor complex","CC"
"775","GO:0097038",0.159820377017531,0.97072607337709,7,8,"perinuclear endoplasmic reticulum","CC"
"206","GO:0005886",0.160047264346458,0.87520641289404,152,224,"plasma membrane","CC"
"335","GO:0030425",0.160591516590629,0.902303641643225,39,54,"dendrite","CC"
"800","GO:0097447",0.160591516590629,0.902303641643225,39,54,"dendritic tree","CC"
"240","GO:0009986",0.16195657574756,0.920618380230825,21,28,"cell surface","CC"
"898","GO:0099513",0.162324148616533,0.902881897575241,36,50,"polymeric cytoskeletal fiber","CC"
"662","GO:0045211",0.162451648398515,0.953634201655339,10,12,"postsynaptic membrane","CC"
"850","GO:0098800",0.163218699408496,1,4,4,"inner mitochondrial membrane protein complex","CC"
"910","GO:0120025",0.164051517117161,0.877417021243005,105,153,"plasma membrane bounded cell projection","CC"
"617","GO:0043596",0.165841684158071,0.969164905333633,7,8,"nuclear replication fork","CC"
"338","GO:0030496",0.16962300297253,0.932118715142542,14,18,"midbody","CC"
"102","GO:0005637",0.171900876756802,1,4,4,"nuclear inner membrane","CC"
"98","GO:0005615",0.172653713128074,0.910962291202438,22,30,"extracellular space","CC"
"328","GO:0030140",0.175140560418899,1,4,4,"trans-Golgi network transport vesicle","CC"
"90","GO:0002102",0.182966456255978,1,4,4,"podosome","CC"
"214","GO:0005912",0.183044858284154,0.964546947019777,7,8,"adherens junction","CC"
"109","GO:0005657",0.183882310004332,0.946307993496639,9,11,"replication fork","CC"
"586","GO:0043005",0.189097515437008,0.865753501965869,68,98,"neuron projection","CC"
"906","GO:0099634",0.190862401222072,1,4,4,"postsynaptic specialization membrane","CC"
"877","GO:0098978",0.195944067356558,0.873839215938844,42,59,"glutamatergic synapse","CC"
"213","GO:0005911",0.195992783083393,0.895643206497759,23,31,"cell-cell junction","CC"
"368","GO:0030904",0.198490436023652,1,4,4,"retromer complex","CC"
"553","GO:0036064",0.200685255075268,0.908410127304563,16,21,"ciliary basal body","CC"
"905","GO:0099572",0.20675657592162,0.888615033503117,23,31,"postsynaptic specialization","CC"
"80","GO:0001725",0.208799635029673,0.958664125230724,6,7,"stress fiber","CC"
"463","GO:0032432",0.208799635029673,0.958664125230724,6,7,"actin filament bundle","CC"
"581","GO:0042641",0.208799635029673,0.958664125230724,6,7,"actomyosin","CC"
"809","GO:0097517",0.208799635029673,0.958664125230724,6,7,"contractile actin filament bundle","CC"
"36","GO:0000421",0.20903919107473,0.958594954469567,6,7,"autophagosome membrane","CC"
"273","GO:0016528",0.217063068179753,0.956251871876066,6,7,"sarcoplasm","CC"
