"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"220","GO:0071944",0.0186343086451949,0.997466856714561,21,24,"cell periphery","CC"
"74","GO:0015629",0.0248207385848266,1,8,8,"actin cytoskeleton","CC"
"121","GO:0031252",0.0426144539572699,1,7,7,"cell leading edge","CC"
"104","GO:0030312",0.0436893900209435,1,11,11,"external encapsulating structure","CC"
"116","GO:0031012",0.0436893900209435,1,11,11,"extracellular matrix","CC"
"257","GO:0099081",0.0545766930154534,0.993939539339619,12,13,"supramolecular polymer","CC"
"259","GO:0099512",0.0545766930154534,0.993939539339619,12,13,"supramolecular fiber","CC"
"210","GO:0062023",0.070043325906107,1,10,10,"collagen-containing extracellular matrix","CC"
"141","GO:0032432",0.0702331405010889,1,6,6,"actin filament bundle","CC"
"63","GO:0005938",0.0708903016585184,1,6,6,"cell cortex","CC"
"256","GO:0099080",0.105635489165383,0.978828042117842,13,15,"supramolecular complex","CC"
"58","GO:0005903",0.111251592044923,1,5,5,"brush border","CC"
"251","GO:0098862",0.111251592044923,1,5,5,"cluster of actin-based cell projections","CC"
"7","GO:0001725",0.11483654385461,1,5,5,"stress fiber","CC"
"55","GO:0005884",0.11483654385461,1,5,5,"actin filament","CC"
"160","GO:0042641",0.11483654385461,1,5,5,"actomyosin","CC"
"229","GO:0097517",0.11483654385461,1,5,5,"contractile actin filament bundle","CC"
"113","GO:0030863",0.115877145867899,1,5,5,"cortical cytoskeleton","CC"
"133","GO:0031974",0.1183246641162,0.983602292517004,8,9,"membrane-enclosed lumen","CC"
"179","GO:0043233",0.1183246641162,0.983602292517004,8,9,"organelle lumen","CC"
"212","GO:0070013",0.1183246641162,0.983602292517004,8,9,"intracellular organelle lumen","CC"
"181","GO:0043292",0.121702723832667,1,5,5,"contractile muscle fiber","CC"
"161","GO:0042995",0.128193761915799,0.968192641638466,13,16,"cell projection","CC"
"269","GO:0120025",0.128193761915799,0.968192641638466,13,16,"plasma membrane bounded cell projection","CC"
"56","GO:0005886",0.129559984754001,0.967616623707166,14,17,"plasma membrane","CC"
"59","GO:0005911",0.16284623362373,1,4,4,"cell-cell junction","CC"
"216","GO:0070161",0.16284623362373,1,4,4,"anchoring junction","CC"
"97","GO:0030027",0.185862067321517,1,4,4,"lamellipodium","CC"
"122","GO:0031253",0.187859551628716,1,4,4,"cell projection membrane","CC"
"52","GO:0005856",0.188092615072338,0.954738002651014,9,11,"cytoskeleton","CC"
"94","GO:0030016",0.195170730970582,1,4,4,"myofibril","CC"
"174","GO:0043228",0.219166743720246,0.928579607991919,13,17,"non-membrane-bounded organelle","CC"
"178","GO:0043232",0.219166743720246,0.928579607991919,13,17,"intracellular non-membrane-bounded organelle","CC"
"102","GO:0030141",0.232600207576433,1,4,4,"secretory granule","CC"
"134","GO:0031981",0.235300511201694,0.957491532265087,6,7,"nuclear lumen","CC"
"260","GO:0099513",0.239865387311561,0.956216809067458,6,7,"polymeric cytoskeletal fiber","CC"
"135","GO:0031982",0.256281845328189,0.928245347206372,10,12,"vesicle","CC"
"195","GO:0045121",0.26442034107439,1,3,3,"membrane raft","CC"
"249","GO:0098857",0.26442034107439,1,3,3,"membrane microdomain","CC"
"8","GO:0001726",0.271729782440326,1,3,3,"ruffle","CC"
"25","GO:0005634",0.280200656151072,0.899146160412366,12,16,"nucleus","CC"
"105","GO:0030424",0.296667782702667,0.938937255414337,6,7,"axon","CC"
"107","GO:0030426",0.299307062689159,1,3,3,"growth cone","CC"
"108","GO:0030427",0.299307062689159,1,3,3,"site of polarized growth","CC"
"187","GO:0044295",0.299307062689159,1,3,3,"axonal growth cone","CC"
"114","GO:0030864",0.310314744722371,1,3,3,"cortical actin cytoskeleton","CC"
"125","GO:0031410",0.314599707399974,0.904957642748355,8,10,"cytoplasmic vesicle","CC"
"231","GO:0097708",0.314599707399974,0.904957642748355,8,10,"intracellular vesicle","CC"
"82","GO:0016324",0.34144421045294,1,4,4,"apical plasma membrane","CC"
"196","GO:0045177",0.34144421045294,1,4,4,"apical part of cell","CC"
"69","GO:0009986",0.34901003071929,0.923166012966453,5,6,"cell surface","CC"
"21","GO:0005604",0.389152063257207,1,4,4,"basement membrane","CC"
"23","GO:0005615",0.395370399486187,0.861052927282988,10,12,"extracellular space","CC"
"4","GO:0000785",0.403375614500943,1,2,2,"chromatin","CC"
"12","GO:0002102",0.403375614500943,1,2,2,"podosome","CC"
"28","GO:0005694",0.403375614500943,1,2,2,"chromosome","CC"
"60","GO:0005912",0.403375614500943,1,2,2,"adherens junction","CC"
"61","GO:0005925",0.403375614500943,1,2,2,"focal adhesion","CC"
"99","GO:0030055",0.403375614500943,1,2,2,"cell-substrate junction","CC"
"280","GO:1990234",0.403375614500943,1,2,2,"transferase complex","CC"
"50","GO:0005829",0.406022969537039,0.819314390414449,13,18,"cytosol","CC"
"98","GO:0030054",0.422950803451035,0.814930947902596,11,15,"cell junction","CC"
"162","GO:0043005",0.423996560567304,0.827511948399076,9,12,"neuron projection","CC"
"124","GO:0031256",0.42419266644557,1,2,2,"leading edge membrane","CC"
"142","GO:0032587",0.42419266644557,1,2,2,"ruffle membrane","CC"
"26","GO:0005654",0.427921321994659,1,2,2,"nucleoplasm","CC"
"46","GO:0005794",0.427921321994659,1,2,2,"Golgi apparatus","CC"
"62","GO:0005929",0.427921321994659,1,2,2,"cilium","CC"
"126","GO:0031514",0.427921321994659,1,2,2,"motile cilium","CC"
"157","GO:0042383",0.427921321994659,1,2,2,"sarcolemma","CC"
"233","GO:0098552",0.427921321994659,1,2,2,"side of membrane","CC"
"250","GO:0098858",0.427921321994659,1,2,2,"actin-based cell projection","CC"
"101","GO:0030139",0.432702910541418,1,2,2,"endocytic vesicle","CC"
"205","GO:0045335",0.432702910541418,1,2,2,"phagocytic vesicle","CC"
"16","GO:0005581",0.439829216069807,1,4,4,"collagen trimer","CC"
"17","GO:0005583",0.439829216069807,1,4,4,"fibrillar collagen trimer","CC"
"237","GO:0098643",0.439829216069807,1,4,4,"banded collagen fibril","CC"
"238","GO:0098644",0.439829216069807,1,4,4,"complex of collagen trimers","CC"
"118","GO:0031091",0.443152885873437,1,2,2,"platelet alpha granule","CC"
"84","GO:0016363",0.447861501998727,1,2,2,"nuclear matrix","CC"
"147","GO:0034399",0.447861501998727,1,2,2,"nuclear periphery","CC"
"273","GO:0150034",0.450081210223035,0.886029195464933,4,5,"distal axon","CC"
"65","GO:0008180",0.46538090528669,1,2,2,"COP9 signalosome","CC"
"68","GO:0009925",0.46538090528669,1,2,2,"basal plasma membrane","CC"
"81","GO:0016323",0.46538090528669,1,2,2,"basolateral plasma membrane","CC"
"128","GO:0031526",0.46538090528669,1,2,2,"brush border membrane","CC"
"185","GO:0044292",0.46538090528669,1,2,2,"dendrite terminus","CC"
"186","GO:0044294",0.46538090528669,1,2,2,"dendritic growth cone","CC"
"197","GO:0045178",0.46538090528669,1,2,2,"basal part of cell","CC"
"230","GO:0097524",0.46538090528669,1,2,2,"sperm plasma membrane","CC"
"14","GO:0005576",0.46664371090816,0.794846253987622,12,15,"extracellular region","CC"
"188","GO:0044297",0.468723310977484,0.826989977871334,6,8,"cell body","CC"
"71","GO:0012505",0.483208394634365,0.789721499969733,8,11,"endomembrane system","CC"
"198","GO:0045202",0.517633771812016,0.746909789410941,10,14,"synapse","CC"
"258","GO:0099503",0.521246923097371,0.850438878594296,4,5,"secretory vesicle","CC"
"287","Other",0.532564898324527,0.999999999999998,1,1,NA,NA
"206","GO:0048471",0.577489966408481,0.756537804385022,5,7,"perinuclear region of cytoplasm","CC"
"236","GO:0098590",0.607088058219883,0.726893805997316,6,8,"plasma membrane region","CC"
"1","GO:0000123",0.620007260399597,1,1,1,"histone acetyltransferase complex","CC"
"5","GO:0000786",0.620007260399597,1,1,1,"nucleosome","CC"
"120","GO:0031248",0.620007260399597,1,1,1,"protein acetyltransferase complex","CC"
"145","GO:0032993",0.620007260399597,1,1,1,"protein-DNA complex","CC"
"152","GO:0035267",0.620007260399597,1,1,1,"NuA4 histone acetyltransferase complex","CC"
"165","GO:0043189",0.620007260399597,1,1,1,"H4/H2A histone acetyltransferase complex","CC"
"182","GO:0043296",0.620007260399597,1,1,1,"apical junction complex","CC"
"189","GO:0044305",0.620007260399597,1,1,1,"calyx of Held","CC"
"215","GO:0070160",0.620007260399597,1,1,1,"tight junction","CC"
"224","GO:0097433",0.620007260399597,1,1,1,"dense body","CC"
"240","GO:0098685",0.620007260399597,1,1,1,"Schaffer collateral - CA1 synapse","CC"
"252","GO:0098871",0.620007260399597,1,1,1,"postsynaptic actin cytoskeleton","CC"
"263","GO:0099571",0.620007260399597,1,1,1,"postsynaptic cytoskeleton","CC"
"274","GO:1902493",0.620007260399597,1,1,1,"acetyltransferase complex","CC"
"277","GO:1902562",0.620007260399597,1,1,1,"H4 histone acetyltransferase complex","CC"
"137","GO:0032059",0.652874204139885,0.999999999999999,1,1,"bleb","CC"
"18","GO:0005584",0.653565144475665,0.999999999999999,2,2,"collagen type I trimer","CC"
"2","GO:0000151",0.658517008850318,1,1,1,"ubiquitin ligase complex","CC"
"9","GO:0001772",0.658517008850318,1,1,1,"immunological synapse","CC"
"11","GO:0001931",0.658517008850318,1,1,1,"uropod","CC"
"47","GO:0005802",0.658517008850318,1,1,1,"trans-Golgi network","CC"
"48","GO:0005819",0.658517008850318,1,1,1,"spindle","CC"
"49","GO:0005826",0.658517008850318,1,1,1,"actomyosin contractile ring","CC"
