"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"103","GO:0005576",0.00576644127465196,0.99804102746589,38,46,"extracellular region","CC"
"853","GO:0097730",0.0119647800393916,1,10,10,"non-motile cilium","CC"
"785","GO:0071944",0.0132201495149135,0.991215712924131,177,247,"cell periphery","CC"
"629","GO:0043235",0.0155234779157644,0.998275011533982,14,15,"receptor complex","CC"
"875","GO:0098797",0.0173821362098292,0.995229040448286,23,27,"plasma membrane protein complex","CC"
"106","GO:0005615",0.01881129142899,0.993199350727587,31,38,"extracellular space","CC"
"854","GO:0097731",0.0189148880272479,1,9,9,"9+0 non-motile cilium","CC"
"215","GO:0005886",0.0210985061903726,0.985717789448807,167,234,"plasma membrane","CC"
"186","GO:0005813",0.0218567072687635,0.988949353511982,56,73,"centrosome","CC"
"856","GO:0097733",0.0292132592831339,1,8,8,"photoreceptor cell cilium","CC"
"874","GO:0098796",0.0372776624620206,0.978037549680438,71,97,"membrane protein complex","CC"
"358","GO:0030139",0.0393283213169067,0.987918455156715,20,24,"endocytic vesicle","CC"
"364","GO:0030312",0.0451525935370803,0.993898991694985,11,12,"external encapsulating structure","CC"
"405","GO:0031012",0.0451525935370803,0.993898991694985,11,12,"extracellular matrix","CC"
"866","GO:0098685",0.0517798857191093,1,7,7,"Schaffer collateral - CA1 synapse","CC"
"485","GO:0032391",0.0715069741522392,1,6,6,"photoreceptor connecting cilium","CC"
"780","GO:0071782",0.0751540368946658,1,6,6,"endoplasmic reticulum tubular network","CC"
"260","GO:0009986",0.076398345547013,0.966913471279103,25,32,"cell surface","CC"
"689","GO:0045335",0.0801853601403535,0.987796670719075,9,10,"phagocytic vesicle","CC"
"44","GO:0000776",0.104335286797986,0.966926138627214,14,17,"kinetochore","CC"
"342","GO:0030120",0.104820946700702,0.973405345036348,11,13,"vesicle coat","CC"
"541","GO:0034703",0.106536949786528,1,5,5,"cation channel complex","CC"
"188","GO:0005815",0.108467695204858,0.930932525627217,60,83,"microtubule organizing center","CC"
"218","GO:0005902",0.109260856707151,1,5,5,"microvillus","CC"
"535","GO:0034399",0.118728869524835,0.9687565037679,11,13,"nuclear periphery","CC"
"271","GO:0015629",0.12037217299598,0.94684684078524,21,27,"actin cytoskeleton","CC"
"719","GO:0062023",0.122768799977624,0.979023427607489,8,9,"collagen-containing extracellular matrix","CC"
"51","GO:0000791",0.124308941505515,1,5,5,"euchromatin","CC"
"208","GO:0005876",0.12496943040548,0.97850997968714,8,9,"spindle microtubule","CC"
"202","GO:0005856",0.125991075683654,0.907761915263516,113,162,"cytoskeleton","CC"
"272","GO:0015630",0.145308601414392,0.897654110983051,81,115,"microtubule cytoskeleton","CC"
"30","GO:0000323",0.146883978939427,0.929118021053498,22,29,"lytic vacuole","CC"
"156","GO:0005764",0.146883978939427,0.929118021053498,22,29,"lysosome","CC"
"1005","GO:1990351",0.151896020913572,0.926588377606775,21,28,"transporter complex","CC"
"914","GO:0099080",0.155291683176529,0.893257812311649,68,96,"supramolecular complex","CC"
"257","GO:0009897",0.159941539798376,0.970700637696654,7,8,"external side of plasma membrane","CC"
"379","GO:0030666",0.162715531235922,0.969984828562578,7,8,"endocytic vesicle membrane","CC"
"380","GO:0030667",0.163263212292293,1,4,4,"secretory granule membrane","CC"
"265","GO:0012506",0.166866311210129,0.888408734727507,56,79,"vesicle membrane","CC"
