"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"251","GO:0030054",0.00409848956649547,0.998051754450632,64,87,"cell junction","CC"
"66","GO:0005576",0.00457468554849579,0.998380802780325,36,46,"extracellular region","CC"
"170","GO:0005911",0.00828641625281163,0.999204236031257,13,14,"cell-cell junction","CC"
"271","GO:0030424",0.0136321679782137,0.995113387768559,29,37,"axon","CC"
"514","GO:0045202",0.0187662367214403,0.990715264622284,48,66,"synapse","CC"
"72","GO:0005615",0.0197789619949763,0.993510001623611,23,29,"extracellular space","CC"
"511","GO:0045177",0.0226487490969155,0.995884751021787,13,15,"apical part of cell","CC"
"530","GO:0048786",0.0333550313002461,1,7,7,"presynaptic active zone","CC"
"447","GO:0036477",0.0333925681689486,0.98613450234978,28,37,"somatodendritic compartment","CC"
"647","GO:0098793",0.0392943731833285,0.982744319162844,29,39,"presynapse","CC"
"675","GO:0098984",0.0403303636074348,0.986583650627143,19,24,"neuron to neuron synapse","CC"
"52","GO:0001726",0.0433948197197677,0.994490657068173,9,10,"ruffle","CC"
"578","GO:0071944",0.0515915327856054,0.964145619206846,117,179,"cell periphery","CC"
"704","GO:0110165",0.0542091867626235,0.969724803581257,541,903,"cellular anatomical entity","CC"
"363","GO:0032279",0.0543521822369033,0.981095671862872,18,23,"asymmetric synapse","CC"
"672","GO:0098978",0.0569301943949321,0.975795375187723,24,32,"glutamatergic synapse","CC"
"65","GO:0005575",0.0582685209969311,0.96750725118297,542,905,"cellular_component","CC"
"243","GO:0019898",0.0683584562182869,0.990405410009294,8,9,"extrinsic component of membrane","CC"
"493","GO:0043679",0.0692117288965461,0.990247916200953,8,9,"axon terminus","CC"
"501","GO:0044306",0.0692117288965461,0.990247916200953,8,9,"neuron projection terminus","CC"
"679","GO:0099023",0.0699582423723687,1,5,5,"vesicle tethering complex","CC"
"275","GO:0030496",0.0706276967744278,0.989984997640959,8,9,"midbody","CC"
"552","GO:0070161",0.0710486033208959,0.974229983273084,17,22,"anchoring junction","CC"
"171","GO:0005912",0.0727805127265863,1,5,5,"adherens junction","CC"
"272","GO:0030425",0.0732842998371863,0.96771596186586,23,31,"dendrite","CC"
"605","GO:0097447",0.0732842998371863,0.96771596186586,23,31,"dendritic tree","CC"
"536","GO:0060076",0.0752439340089714,1,5,5,"excitatory synapse","CC"
"312","GO:0031252",0.0793091030647236,0.973373570774474,15,19,"cell leading edge","CC"
