"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"683","GO:0070161",0.00138405918474689,0.999634145919264,41,47,"anchoring junction","CC"
"207","GO:0005938",0.00206898022476631,0.999706812622409,25,27,"cell cortex","CC"
"803","GO:0098794",0.00259329512553854,0.998984475622457,60,73,"postsynapse","CC"
"332","GO:0030312",0.00546530074736335,0.99947454100788,18,19,"external encapsulating structure","CC"
"373","GO:0031012",0.00546530074736335,0.99947454100788,18,19,"extracellular matrix","CC"
"305","GO:0030054",0.00784196316438605,0.995482891089292,119,157,"cell junction","CC"
"198","GO:0005911",0.00805528216176398,0.997961299302174,28,32,"cell-cell junction","CC"
"831","GO:0098978",0.00816597665497992,0.996605470669363,52,64,"glutamatergic synapse","CC"
"725","GO:0071944",0.00843113813379633,0.994620022522038,184,250,"cell periphery","CC"
"674","GO:0062023",0.0157255734466981,0.998225233605197,15,16,"collagen-containing extracellular matrix","CC"
"797","GO:0098685",0.0193861510686374,1,10,10,"Schaffer collateral - CA1 synapse","CC"
"335","GO:0030425",0.0208505363805434,0.9911494843441,42,52,"dendrite","CC"
"768","GO:0097447",0.0208505363805434,0.9911494843441,42,52,"dendritic tree","CC"
"82","GO:0005576",0.0211206768907312,0.99043843429269,47,59,"extracellular region","CC"
"570","GO:0043197",0.0267911614291802,0.99467067995324,17,19,"dendritic spine","CC"
"612","GO:0044309",0.0267911614291802,0.99467067995324,17,19,"neuron spine","CC"
"664","GO:0055038",0.028832843002792,1,9,9,"recycling endosome membrane","CC"
"88","GO:0005615",0.035303229265753,0.984157353466411,39,49,"extracellular space","CC"
"834","GO:0098984",0.0365160928536154,0.985581935601553,31,38,"neuron to neuron synapse","CC"
"663","GO:0055037",0.03741825315666,0.99211352400337,16,18,"recycling endosome","CC"
"444","GO:0032279",0.0454035477576254,0.981558107373485,30,37,"asymmetric synapse","CC"
"306","GO:0030055",0.0487433881299417,0.989235966902002,15,17,"cell-substrate junction","CC"
"37","GO:0000792",0.0553303442232457,0.992114640909647,11,12,"heterochromatin","CC"
"199","GO:0005912",0.0601674535121167,0.99122263635687,11,12,"adherens junction","CC"
"156","GO:0005791",0.0601957471094367,1,7,7,"rough endoplasmic reticulum","CC"
"600","GO:0044291",0.0636889318025225,1,7,7,"cell-cell contact zone","CC"
"244","GO:0014069",0.0691078823112207,0.970238668896356,28,35,"postsynaptic density","CC"
"791","GO:0098588",0.0706873102588611,0.953500558084458,93,127,"bounding membrane of organelle","CC"
"635","GO:0045202",0.0725548215193103,0.952399155197054,91,124,"synapse","CC"
"202","GO:0005923",0.0830441607245301,0.986940132380771,10,11,"bicellular tight junction","CC"
"682","GO:0070160",0.0830441607245301,0.986940132380771,10,11,"tight junction","CC"
"203","GO:0005925",0.0863388082810528,0.978615369193308,13,15,"focal adhesion","CC"
"575","GO:0043209",0.0869369704808794,1,6,6,"myelin sheath","CC"
"61","GO:0001726",0.0887909260631204,0.972403199845178,16,19,"ruffle","CC"
"359","GO:0030863",0.0913864328933335,1,6,6,"cortical cytoskeleton","CC"
"333","GO:0030315",0.0945267346053511,1,6,6,"T-tubule","CC"
"858","GO:0099572",0.095749696789982,0.954596452242378,29,37,"postsynaptic specialization","CC"
"233","GO:0009897",0.103402367280824,0.982935684407073,9,10,"external side of plasma membrane","CC"
"190","GO:0005886",0.106378901595829,0.920835895874389,159,224,"plasma membrane","CC"
"542","GO:0042383",0.10676432123219,0.982190268475168,9,10,"sarcolemma","CC"
"636","GO:0045211",0.114499566872428,0.969760143520253,12,14,"postsynaptic membrane","CC"
"337","GO:0030427",0.115388518660522,0.969456891207982,12,14,"site of polarized growth","CC"
"236","GO:0009986",0.120020782468358,0.943677753035007,25,32,"cell surface","CC"
"681","GO:0070069",0.120066996612542,1,5,5,"cytochrome complex","CC"
"142","GO:0005773",0.12061246247002,0.93318330812831,37,49,"vacuole","CC"
"223","GO:0008250",0.130935767418519,1,5,5,"oligosaccharyltransferase complex","CC"
"361","GO:0030867",0.132842117197559,1,5,5,"rough endoplasmic reticulum membrane","CC"
"833","GO:0098982",0.135443229366636,1,5,5,"GABA-ergic synapse","CC"
"360","GO:0030864",0.135564866770561,1,5,5,"cortical actin cytoskeleton","CC"
"276","GO:0016604",0.135962294010091,0.91038100187704,65,89,"nuclear body","CC"
"145","GO:0005776",0.136070471111246,0.975889449519536,8,9,"autophagosome","CC"
"571","GO:0043198",0.139968462137727,1,5,5,"dendritic shaft","CC"
"819","GO:0098845",0.140087883934011,1,5,5,"postsynaptic endosome","CC"
"186","GO:0005881",0.140105743206316,1,5,5,"cytoplasmic microtubule","CC"
"596","GO:0043596",0.140225923239661,1,5,5,"nuclear replication fork","CC"
"843","GO:0099091",0.140226536546005,1,5,5,"postsynaptic specialization, intracellular component","CC"
"562","GO:0043005",0.148642781578202,0.901777608977058,62,85,"neuron projection","CC"
"336","GO:0030426",0.150675796800512,0.957388719646609,11,13,"growth cone","CC"
"459","GO:0032587",0.155057726953,0.971130785746578,8,9,"ruffle membrane","CC"
"886","GO:0150034",0.161986927629637,0.9348653526502,16,20,"distal axon","CC"
"931","GO:1990351",0.16557190289156,0.927095978134184,18,23,"transporter complex","CC"
"139","GO:0005769",0.168350604799013,0.904040494919868,33,44,"early endosome","CC"
"866","GO:0120025",0.174911743500112,0.872932429233086,92,129,"plasma membrane bounded cell projection","CC"
"534","GO:0036477",0.178828564891034,0.884640227439504,49,67,"somatodendritic compartment","CC"
"242","GO:0012506",0.184220317511106,0.878228511216276,53,73,"vesicle membrane","CC"
"343","GO:0030659",0.184220317511106,0.878228511216276,53,73,"cytoplasmic vesicle membrane","CC"
"747","GO:0097060",0.187719922102508,0.914722562457276,18,23,"synaptic membrane","CC"
"576","GO:0043218",0.191161744303681,1,4,4,"compact myelin","CC"
"403","GO:0031462",0.193930834523875,1,4,4,"Cul2-RING ubiquitin ligase complex","CC"
"330","GO:0030175",0.195823114973108,0.940494306650611,10,12,"filopodium","CC"
"590","GO:0043296",0.197427804362309,0.93983254648787,10,12,"apical junction complex","CC"
"706","GO:0071004",0.199630603147718,1,4,4,"U2-type prespliceosome","CC"
"710","GO:0071010",0.199630603147718,1,4,4,"prespliceosome","CC"
"237","GO:0010008",0.200425362127024,0.879861796264295,34,46,"endosome membrane","CC"
"247","GO:0015629",0.201440910890391,0.89144756289235,25,33,"actin cytoskeleton","CC"
"816","GO:0098839",0.203462921115331,1,4,4,"postsynaptic density membrane","CC"
"859","GO:0099634",0.203462921115331,1,4,4,"postsynaptic specialization membrane","CC"
"240","GO:0010494",0.205214334244928,0.958304985040167,7,8,"cytoplasmic stress granule","CC"
"310","GO:0030117",0.206504241512582,1,4,4,"membrane coat","CC"
"655","GO:0048475",0.206504241512582,1,4,4,"coated membrane","CC"
"52","GO:0000974",0.206962597328506,1,4,4,"Prp19 complex","CC"
"86","GO:0005604",0.207199517792053,1,4,4,"basement membrane","CC"
"469","GO:0032839",0.207469719999241,1,4,4,"dendrite cytoplasm","CC"
"271","GO:0016529",0.207787968685728,1,4,4,"sarcoplasmic reticulum","CC"
"245","GO:0014704",0.207917559550703,1,4,4,"intercalated disc","CC"
"603","GO:0044295",0.207917559550703,1,4,4,"axonal growth cone","CC"
"666","GO:0060076",0.207917559550703,1,4,4,"excitatory synapse","CC"
"844","GO:0099092",0.207917559550703,1,4,4,"postsynaptic density, intracellular component","CC"
"810","GO:0098803",0.208729340937209,0.936274719200428,9,11,"respiratory chain complex","CC"
"97","GO:0005657",0.209279837114627,0.957110036196693,7,8,"replication fork","CC"
"879","GO:0140513",0.21991277222735,0.836247467543823,89,126,"nuclear protein-containing complex","CC"
"289","GO:0019867",0.220986216971334,0.915343018163893,12,15,"outer membrane","CC"
"430","GO:0031968",0.220986216971334,0.915343018163893,12,15,"organelle outer membrane","CC"
"521","GO:0035770",0.222007062964877,0.914823351258988,12,15,"ribonucleoprotein granule","CC"
"123","GO:0005739",0.222984169817094,0.836291457660096,79,112,"mitochondrion","CC"
"385","GO:0031252",0.232872211707753,0.859580771796053,31,42,"cell leading edge","CC"
"561","GO:0042995",0.23901776322177,0.818569108710868,95,135,"cell projection","CC"
"893","GO:1902495",0.242181193350586,0.883841465072036,16,21,"transmembrane transporter complex","CC"
"657","GO:0048786",0.244864348433929,0.920536796932759,9,11,"presynaptic active zone","CC"
"563","GO:0043025",0.245354470889327,0.84484245647989,35,48,"neuronal cell body","CC"
"138","GO:0005768",0.24997582012118,0.823362691205013,57,80,"endosome","CC"
"804","GO:0098796",0.265410270131338,0.807403883409612,62,88,"membrane protein complex","CC"
"654","GO:0048471",0.268812202937202,0.810835541210383,52,73,"perinuclear region of cytoplasm","CC"
"48","GO:0000815",0.269179132659963,1,3,3,"ESCRT III complex","CC"
"171","GO:0005838",0.269242071043794,0.939827890593988,6,7,"proteasome regulatory particle","CC"
"295","GO:0022624",0.269242071043794,0.939827890593988,6,7,"proteasome accessory complex","CC"
"118","GO:0005721",0.270873873064443,0.939277169671895,6,7,"pericentric heterochromatin","CC"
"379","GO:0031090",0.273498870305539,0.778092224037285,154,223,"organelle membrane","CC"
"125","GO:0005741",0.273876464170221,0.888432586246041,11,14,"mitochondrial outer membrane","CC"
"533","GO:0036464",0.27506987190949,0.887769507887666,11,14,"cytoplasmic ribonucleoprotein granule","CC"
"290","GO:0019897",0.278887411635216,0.936540934806356,6,7,"extrinsic component of plasma membrane","CC"
"780","GO:0097729",0.27920835069895,0.936430248379244,6,7,"9+2 motile cilium","CC"
"491","GO:0034451",0.279339877291521,0.936384862525867,6,7,"centriolar satellite","CC"
"301","GO:0030016",0.279498319296723,0.936330170006647,6,7,"myofibril","CC"
