"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"98","GO:0005886",0.0110939886603832,0.996582478799536,42,50,"plasma membrane","CC"
"359","GO:0048471",0.0339197044884399,0.995828006098976,14,15,"perinuclear region of cytoplasm","CC"
"201","GO:0031252",0.0407449410728545,0.994747097743974,14,15,"cell leading edge","CC"
"42","GO:0005635",0.0521278724734784,1,8,8,"nuclear envelope","CC"
"134","GO:0016020",0.0576982769554206,0.974226097830055,54,70,"membrane","CC"
"396","GO:0071944",0.0584712578790393,0.974155176292438,52,66,"cell periphery","CC"
"312","GO:0043197",0.0622291610689242,1,8,8,"dendritic spine","CC"
"341","GO:0044309",0.0622291610689242,1,8,8,"neuron spine","CC"
"384","GO:0070161",0.0691807525858905,0.989794537989991,13,14,"anchoring junction","CC"
"463","GO:0098978",0.0712943204438098,0.983752940525947,16,18,"glutamatergic synapse","CC"
"306","GO:0042995",0.072931263461869,0.97122717384802,32,39,"cell projection","CC"
"488","GO:0120025",0.072931263461869,0.97122717384802,32,39,"plasma membrane bounded cell projection","CC"
"164","GO:0030027",0.0744390634028594,1,8,8,"lamellipodium","CC"
"125","GO:0012505",0.0975594250562203,0.953051702549127,43,57,"endomembrane system","CC"
"196","GO:0031090",0.107412944521148,0.955108193835837,25,32,"organelle membrane","CC"
"493","GO:0140534",0.107696458256593,1,6,6,"endoplasmic reticulum protein-containing complex","CC"
"70","GO:0005788",0.125771368977626,1,6,6,"endoplasmic reticulum lumen","CC"
"40","GO:0005622",0.129886424277147,0.961864247687293,89,127,"intracellular anatomical structure","CC"
"72","GO:0005790",0.132337193416693,1,6,6,"smooth endoplasmic reticulum","CC"
"51","GO:0005737",0.134341830574322,0.951032696809539,86,122,"cytoplasm","CC"
"222","GO:0031967",0.136729311509507,0.95632538792062,14,17,"organelle envelope","CC"
"23","GO:0001669",0.154397045273515,1,5,5,"acrosomal vesicle","CC"
"165","GO:0030054",0.155280747347601,0.916930407435838,48,65,"cell junction","CC"
"294","GO:0042470",0.156724956048963,0.971335760124617,9,10,"melanosome","CC"
"360","GO:0048770",0.156724956048963,0.971335760124617,9,10,"pigment granule","CC"
"126","GO:0012506",0.163934901568365,0.97014150266829,8,9,"vesicle membrane","CC"
"186","GO:0030659",0.163934901568365,0.97014150266829,8,9,"cytoplasmic vesicle membrane","CC"
"123","GO:0010008",0.171778923079097,1,4,4,"endosome membrane","CC"
"191","GO:0030864",0.183999571173259,1,5,5,"cortical actin cytoskeleton","CC"
