"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"512","GO:0110165",0.00634327053380082,0.997555401869894,262,506,"cellular anatomical entity","CC"
"42","GO:0005575",0.0182332395046904,0.99226185082466,262,509,"cellular_component","CC"
"180","GO:0030054",0.0204932015367736,0.990939391619222,30,45,"cell junction","CC"
"373","GO:0045202",0.0243072341917624,0.990184024785659,24,35,"synapse","CC"
"332","GO:0042995",0.025480992709359,0.986308753532736,45,73,"cell projection","CC"
"513","GO:0120025",0.030913562079031,0.983257291294576,43,70,"plasma membrane bounded cell projection","CC"
"370","GO:0045121",0.059603033126197,0.988188367445317,8,10,"membrane raft","CC"
"488","GO:0098857",0.059603033126197,0.988188367445317,8,10,"membrane microdomain","CC"
"437","GO:0097060",0.0646483205163561,0.983215120790341,10,13,"synaptic membrane","CC"
"241","GO:0031594",0.0659474494442574,1,4,4,"neuromuscular junction","CC"
"474","GO:0098794",0.0682016813548158,0.975183153502189,14,20,"postsynapse","CC"
"53","GO:0005667",0.0784970916642834,0.976133502580373,10,14,"transcription regulator complex","CC"
"337","GO:0043197",0.0801910496580364,1,4,4,"dendritic spine","CC"
"364","GO:0044309",0.0801910496580364,1,4,4,"neuron spine","CC"
"333","GO:0043005",0.0926290246131805,0.951601119212948,24,39,"neuron projection","CC"
"520","GO:0140513",0.093911977956534,0.958436686051011,16,25,"nuclear protein-containing complex","CC"
"43","GO:0005576",0.0994646414637672,0.945475077819376,27,44,"extracellular region","CC"
"374","GO:0045211",0.102304627422722,0.977115833314991,7,9,"postsynaptic membrane","CC"
"547","GO:1990351",0.108228661852425,0.964262277892112,10,14,"transporter complex","CC"
"309","GO:0035869",0.108919790417388,0.984635812030166,5,6,"ciliary transition zone","CC"
"336","GO:0043195",0.117370157272588,1,3,3,"terminal bouton","CC"
"198","GO:0030425",0.126950645601281,0.948669015741619,12,18,"dendrite","CC"
"444","GO:0097447",0.126950645601281,0.948669015741619,12,18,"dendritic tree","CC"
"530","GO:1902495",0.149588417555741,0.9472469725023,9,13,"transmembrane transporter complex","CC"
"318","GO:0036477",0.183962784618247,0.904313533121729,16,26,"somatodendritic compartment","CC"
"244","GO:0031674",0.184277076318096,1,3,3,"I band","CC"
"350","GO:0043240",0.184350668988542,0.969811980989602,4,5,"Fanconi anaemia nuclear complex","CC"
"312","GO:0036064",0.189284024353212,0.968590322417183,4,5,"ciliary basal body","CC"
"491","GO:0098978",0.199147574153556,0.910953241973753,11,17,"glutamatergic synapse","CC"
"48","GO:0005634",0.200111461831116,0.846543701754566,98,185,"nucleus","CC"
"363","GO:0044306",0.20335935670871,0.947049448443362,5,7,"neuron projection terminus","CC"
"88","GO:0005794",0.221798297726895,0.867063924996022,21,36,"Golgi apparatus","CC"
"311","GO:0036038",0.229924389298803,1,2,2,"MKS complex","CC"
"164","GO:0016605",0.233076259389595,1,2,2,"PML body","CC"
"92","GO:0005811",0.233800899039235,1,2,2,"lipid droplet","CC"
"462","GO:0098562",0.235033169904349,1,2,2,"cytoplasmic side of membrane","CC"
"108","GO:0005879",0.235272566021989,1,2,2,"axonemal microtubule","CC"
"448","GO:0097545",0.235272566021989,1,2,2,"axonemal doublet microtubule","CC"
"450","GO:0097649",0.235272566021989,1,2,2,"A axonemal microtubule","CC"
"525","GO:0160110",0.235272566021989,1,2,2,"axonemal microtubule doublet inner sheath","CC"
"526","GO:0160111",0.235272566021989,1,2,2,"axonemal A tubule inner sheath","CC"
"81","GO:0005777",0.236377256617358,0.919600649338914,6,9,"peroxisome","CC"
"324","GO:0042579",0.236377256617358,0.919600649338914,6,9,"microbody","CC"
"159","GO:0016528",0.237096326621961,1,2,2,"sarcoplasm","CC"
"160","GO:0016529",0.237096326621961,1,2,2,"sarcoplasmic reticulum","CC"
"282","GO:0033017",0.237096326621961,1,2,2,"sarcoplasmic reticulum membrane","CC"
"481","GO:0098803",0.238940074847773,1,2,2,"respiratory chain complex","CC"
"119","GO:0005911",0.240561136417121,0.932444649768301,5,7,"cell-cell junction","CC"
"279","GO:0032991",0.244674570590554,0.81342028243173,71,133,"protein-containing complex","CC"
"476","GO:0098797",0.246729525929836,0.884529890463228,10,16,"plasma membrane protein complex","CC"
"393","GO:0060076",0.247203933865496,1,2,2,"excitatory synapse","CC"
"398","GO:0061695",0.252197483277797,1,2,2,"transferase complex, transferring phosphorus-containing groups","CC"
"533","GO:1902911",0.252197483277797,1,2,2,"protein kinase complex","CC"
"425","GO:0071944",0.257785119751191,0.80124005426541,75,140,"cell periphery","CC"
"80","GO:0005776",0.258295510926903,1,2,2,"autophagosome","CC"
"331","GO:0042734",0.261897535881822,0.923458226727151,5,7,"presynaptic membrane","CC"
"322","GO:0042383",0.268550028727441,1,2,2,"sarcolemma","CC"
"237","GO:0031514",0.275068808703892,0.887529791422976,7,11,"motile cilium","CC"
"32","GO:0001650",0.275105519952037,1,2,2,"fibrillar center","CC"
"2","GO:0000139",0.28572882387478,0.881418276523048,7,11,"Golgi membrane","CC"
"46","GO:0005615",0.288003535346922,0.83602624386484,14,24,"extracellular space","CC"
"197","GO:0030424",0.292176933525094,0.858319823565491,9,15,"axon","CC"
"295","GO:0034703",0.292540326968281,0.891120648525311,6,9,"cation channel complex","CC"
"147","GO:0016020",0.295560137290425,0.760807918639223,125,242,"membrane","CC"
"116","GO:0005901",0.296762094532409,0.943062787940801,3,4,"caveola","CC"
"368","GO:0044853",0.296762094532409,0.943062787940801,3,4,"plasma membrane raft","CC"
"475","GO:0098796",0.304201744366303,0.809803774745057,18,32,"membrane protein complex","CC"
"129","GO:0008076",0.312334410383397,0.938009634333964,3,4,"voltage-gated potassium channel complex","CC"
"294","GO:0034702",0.313146124614667,0.865167576552271,7,11,"monoatomic ion channel complex","CC"
"111","GO:0005886",0.317423491563243,0.750046216828938,70,132,"plasma membrane","CC"
"356","GO:0043679",0.318679018150016,0.903613992314802,4,6,"axon terminus","CC"
