"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1","GO:0000079",1,1,1,1,"regulation of cyclin-dependent protein serine/threonine kinase activity","BP"
"2","GO:0000122",1,1,3,3,"negative regulation of transcription by RNA polymerase II","BP"
"3","GO:0000165",1,1,6,6,"MAPK cascade","BP"
"4","GO:0000226",1,1,4,4,"microtubule cytoskeleton organization","BP"
"5","GO:0000255",1,1,1,1,"allantoin metabolic process","BP"
"6","GO:0000271",1,1,1,1,"polysaccharide biosynthetic process","BP"
"7","GO:0000278",1,1,3,3,"mitotic cell cycle","BP"
"8","GO:0000280",1,1,2,2,"nuclear division","BP"
"9","GO:0000768",1,1,1,1,"syncytium formation by plasma membrane fusion","BP"
"10","GO:0000902",1,1,10,10,"cell morphogenesis","BP"
"11","GO:0001101",1,1,1,1,"response to acid chemical","BP"
"12","GO:0001501",1,1,3,3,"skeletal system development","BP"
"13","GO:0001503",1,1,4,4,"ossification","BP"
"14","GO:0001523",1,1,2,2,"retinoid metabolic process","BP"
"15","GO:0001525",1,1,3,3,"angiogenesis","BP"
"16","GO:0001556",1,1,1,1,"oocyte maturation","BP"
"17","GO:0001558",1,1,2,2,"regulation of cell growth","BP"
"18","GO:0001568",1,1,3,3,"blood vessel development","BP"
"19","GO:0001570",1,1,1,1,"vasculogenesis","BP"
"20","GO:0001578",1,1,1,1,"microtubule bundle formation","BP"
"21","GO:0001649",1,1,2,2,"osteoblast differentiation","BP"
"22","GO:0001655",1,1,1,1,"urogenital system development","BP"
"23","GO:0001656",1,1,1,1,"metanephros development","BP"
"24","GO:0001659",1,1,1,1,"temperature homeostasis","BP"
"25","GO:0001666",1,1,4,4,"response to hypoxia","BP"
"26","GO:0001667",1,1,1,1,"ameboidal-type cell migration","BP"
"27","GO:0001676",1,1,1,1,"long-chain fatty acid metabolic process","BP"
"28","GO:0001678",1,1,1,1,"intracellular glucose homeostasis","BP"
"29","GO:0001701",1,1,3,3,"in utero embryonic development","BP"
"30","GO:0001704",1,1,1,1,"formation of primary germ layer","BP"
"31","GO:0001706",1,1,1,1,"endoderm formation","BP"
"32","GO:0001709",1,1,2,2,"cell fate determination","BP"
"33","GO:0001711",1,1,1,1,"endodermal cell fate commitment","BP"
"34","GO:0001756",1,1,1,1,"somitogenesis","BP"
"35","GO:0001763",1,1,1,1,"morphogenesis of a branching structure","BP"
"36","GO:0001775",1,1,4,4,"cell activation","BP"
"37","GO:0001816",1,1,5,5,"cytokine production","BP"
"38","GO:0001817",1,1,5,5,"regulation of cytokine production","BP"
"39","GO:0001818",1,1,3,3,"negative regulation of cytokine production","BP"
"40","GO:0001819",1,1,3,3,"positive regulation of cytokine production","BP"
"41","GO:0001822",1,1,3,3,"kidney development","BP"
"42","GO:0001824",1,1,2,2,"blastocyst development","BP"
"43","GO:0001832",1,1,1,1,"blastocyst growth","BP"
"44","GO:0001834",1,1,1,1,"trophectodermal cell proliferation","BP"
"45","GO:0001835",1,1,1,1,"blastocyst hatching","BP"
"46","GO:0001836",1,1,1,1,"release of cytochrome c from mitochondria","BP"
"47","GO:0001838",1,1,1,1,"embryonic epithelial tube formation","BP"
"48","GO:0001841",1,1,1,1,"neural tube formation","BP"
"49","GO:0001843",1,1,1,1,"neural tube closure","BP"
"50","GO:0001881",1,1,1,1,"receptor recycling","BP"
"51","GO:0001885",1,1,1,1,"endothelial cell development","BP"
"52","GO:0001886",1,1,1,1,"endothelial cell morphogenesis","BP"
"53","GO:0001889",1,1,1,1,"liver development","BP"
"54","GO:0001894",1,1,1,1,"tissue homeostasis","BP"
"55","GO:0001919",1,1,1,1,"regulation of receptor recycling","BP"
"56","GO:0001932",1,1,8,8,"regulation of protein phosphorylation","BP"
"57","GO:0001933",1,1,3,3,"negative regulation of protein phosphorylation","BP"
"58","GO:0001934",1,1,6,6,"positive regulation of protein phosphorylation","BP"
"59","GO:0001935",1,1,2,2,"endothelial cell proliferation","BP"
"60","GO:0001936",1,1,1,1,"regulation of endothelial cell proliferation","BP"
"61","GO:0001938",1,1,1,1,"positive regulation of endothelial cell proliferation","BP"
"62","GO:0001942",1,1,1,1,"hair follicle development","BP"
"63","GO:0001944",1,1,4,4,"vasculature development","BP"
"64","GO:0001949",1,1,1,1,"sebaceous gland cell differentiation","BP"
"65","GO:0001952",1,1,1,1,"regulation of cell-matrix adhesion","BP"
"66","GO:0001954",1,1,1,1,"positive regulation of cell-matrix adhesion","BP"
"67","GO:0001958",1,1,1,1,"endochondral ossification","BP"
"68","GO:0001974",1,1,1,1,"blood vessel remodeling","BP"
