"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"665","GO:0007155",0.000292909901512889,0.999937029993438,43,49,"cell adhesion","BP"
"672","GO:0007165",0.000330717219233931,0.999881464078288,85,107,"signal transduction","BP"
"1395","GO:0023052",0.00039572467642157,0.999852382060478,91,116,"signaling","BP"
"664","GO:0007154",0.000414176195131948,0.99984502700701,91,116,"cell communication","BP"
"1198","GO:0016477",0.000604533371594457,0.999874458074529,38,43,"cell migration","BP"
"4722","GO:2000145",0.000975297872776238,0.999879446450898,26,28,"regulation of cell motility","BP"
"1405","GO:0030030",0.00102117942506463,0.999756448148733,39,45,"cell projection organization","BP"
"4042","GO:0120036",0.00102117942506463,0.999756448148733,39,45,"plasma membrane bounded cell projection organization","BP"
"1428","GO:0030155",0.00125217332187244,0.999841372325053,25,27,"regulation of cell adhesion","BP"
"2827","GO:0048870",0.00126115291821309,0.999692724476663,39,45,"cell motility","BP"
"1467","GO:0030334",0.00138934090666392,0.999821583267695,25,27,"regulation of cell migration","BP"
"674","GO:0007167",0.00161772928514191,0.999788018746397,25,27,"enzyme-linked receptor protein signaling pathway","BP"
"4041","GO:0120035",0.00166513002467963,0.999782656321893,24,26,"regulation of plasma membrane bounded cell projection organization","BP"
"2529","GO:0045785",0.00287924480346855,1,14,14,"positive regulation of cell adhesion","BP"
"731","GO:0007507",0.00290799412065073,0.999593101249421,23,25,"heart development","BP"
"548","GO:0006793",0.00345640170081162,0.998944114688608,42,50,"phosphorus metabolic process","BP"
"549","GO:0006796",0.00345640170081162,0.998944114688608,42,50,"phosphate-containing compound metabolic process","BP"
"673","GO:0007166",0.00360195093691641,0.998793659135622,47,57,"cell surface receptor signaling pathway","BP"
"2115","GO:0040012",0.0036455168027048,0.999321686586524,26,29,"regulation of locomotion","BP"
"2114","GO:0040011",0.00370860879668205,0.999186253052989,29,33,"locomotion","BP"
"3689","GO:0072359",0.0040293049584329,0.998903223760199,35,41,"circulatory system development","BP"
"1597","GO:0031589",0.00492465867357083,0.999267325977321,21,23,"cell-substrate adhesion","BP"
"916","GO:0009888",0.00561243091596253,0.998116134703028,43,52,"tissue development","BP"
"2019","GO:0035592",0.00580906275836997,1,12,12,"establishment of protein localization to extracellular region","BP"
"3619","GO:0071692",0.00580906275836997,1,12,12,"protein localization to extracellular region","BP"
"1573","GO:0031344",0.00593044445674063,0.998834657056715,24,27,"regulation of cell projection organization","BP"
"3598","GO:0071559",0.00607591231705714,1,13,13,"response to transforming growth factor beta","BP"
"3599","GO:0071560",0.00607591231705714,1,13,13,"cellular response to transforming growth factor beta stimulus","BP"
"2478","GO:0045595",0.00636626901808097,0.997940149290176,39,47,"regulation of cell differentiation","BP"
"1043","GO:0010810",0.00663628175048998,1,12,12,"regulation of cell-substrate adhesion","BP"
"3586","GO:0071495",0.00671997392852333,0.997712449447112,41,50,"cellular response to endogenous stimulus","BP"
"3912","GO:0098609",0.00686354253547598,0.998622041083474,24,27,"cell-cell adhesion","BP"
"88","GO:0001666",0.0077945548521004,0.999236859605935,17,18,"response to hypoxia","BP"
"2065","GO:0036293",0.0077945548521004,0.999236859605935,17,18,"response to decreased oxygen levels","BP"
"3461","GO:0070482",0.0077945548521004,0.999236859605935,17,18,"response to oxygen levels","BP"
"869","GO:0009306",0.00865215723512907,1,11,11,"protein secretion","BP"
"1551","GO:0031175",0.0101560536947701,0.996940922292119,32,38,"neuron projection development","BP"
"2915","GO:0050896",0.0107319949050081,0.994638266774327,129,180,"response to stimulus","BP"
"1365","GO:0022008",0.0131026991539376,0.995019259354213,42,52,"neurogenesis","BP"
"1010","GO:0010648",0.0131235229801338,0.995402227438636,37,45,"negative regulation of cell communication","BP"
"1397","GO:0023057",0.0131235229801338,0.995402227438636,37,45,"negative regulation of signaling","BP"
"678","GO:0007178",0.0136441417586419,1,11,11,"cell surface receptor protein serine/threonine kinase signaling pathway","BP"
"4094","GO:0141091",0.0136441417586419,1,11,11,"transforming growth factor beta receptor superfamily signaling pathway","BP"
"915","GO:0009887",0.0138105831741075,0.996031039721174,28,33,"animal organ morphogenesis","BP"
"2758","GO:0048585",0.0142590105177553,0.994733676944831,39,48,"negative regulation of response to stimulus","BP"
"1427","GO:0030154",0.015290162814025,0.992462573565767,77,102,"cell differentiation","BP"
"2826","GO:0048869",0.015290162814025,0.992462573565767,77,102,"cellular developmental process","BP"
"2992","GO:0051241",0.0154476054409986,0.995511346244634,27,32,"negative regulation of multicellular organismal process","BP"
"1399","GO:0030001",0.015820480670344,0.998262911550081,15,16,"metal ion transport","BP"
"89","GO:0001667",0.0162835654851959,1,10,10,"ameboidal-type cell migration","BP"
"931","GO:0009968",0.0167958855308056,0.993948006033063,36,44,"negative regulation of signal transduction","BP"
"669","GO:0007160",0.0175768623171695,0.998054348227761,14,15,"cell-matrix adhesion","BP"
"4223","GO:1901652",0.0175867293142932,0.995328026117122,24,28,"response to peptide","BP"
"4320","GO:1902532",0.0176318700570747,0.995977580884656,21,24,"negative regulation of intracellular signal transduction","BP"
"1777","GO:0032787",0.0183096037873112,1,10,10,"monocarboxylic acid metabolic process","BP"
"306","GO:0003008",0.0188396984235889,0.993878004043726,30,36,"system process","BP"
"1398","GO:0023061",0.0194927561564966,1,9,9,"signal release","BP"
"2678","GO:0046903",0.0195075618399472,0.996463405734076,17,19,"secretion","BP"
"2066","GO:0036294",0.0196107944226152,1,10,10,"cellular response to decreased oxygen levels","BP"
"3574","GO:0071453",0.0196107944226152,1,10,10,"cellular response to oxygen levels","BP"
"3576","GO:0071456",0.0196107944226152,1,10,10,"cellular response to hypoxia","BP"
"557","GO:0006816",0.0197904796732563,1,10,10,"calcium ion transport","BP"
"1936","GO:0034446",0.0202118004439932,1,9,9,"substrate adhesion-dependent cell spreading","BP"
"2934","GO:0051017",0.0204151900209137,1,9,9,"actin filament bundle assembly","BP"
"3366","GO:0061572",0.0204151900209137,1,9,9,"actin filament bundle organization","BP"
"2777","GO:0048666",0.0217250736974139,0.992344067008705,32,39,"neuron development","BP"
"1044","GO:0010811",0.0219914793934996,1,9,9,"positive regulation of cell-substrate adhesion","BP"
"1802","GO:0032940",0.0223051788750295,0.99743778320273,13,14,"secretion by cell","BP"
"3027","GO:0051336",0.0227810016471626,0.995742187694913,17,19,"regulation of hydrolase activity","BP"
"2849","GO:0050708",0.0233087915975362,1,9,9,"regulation of protein secretion","BP"
"1886","GO:0034097",0.0241345289397974,0.993291252026923,23,27,"response to cytokine","BP"
"1575","GO:0031346",0.0242965379868633,0.995452044134241,16,18,"positive regulation of cell projection organization","BP"
"1189","GO:0016310",0.0246193397080702,0.991716657104509,29,35,"phosphorylation","BP"
"2116","GO:0040013",0.0251235993595864,1,9,9,"negative regulation of locomotion","BP"
"4723","GO:2000146",0.0251235993595864,1,9,9,"negative regulation of cell motility","BP"
"76","GO:0001568",0.0261320689833762,0.992637443201266,23,27,"blood vessel development","BP"
"3531","GO:0071260",0.026332619563234,1,9,9,"cellular response to mechanical stimulus","BP"
"3587","GO:0071496",0.026332619563234,1,9,9,"cellular response to external stimulus","BP"
"471","GO:0006468",0.0268681527402814,0.991545655352472,26,31,"protein phosphorylation","BP"
"4072","GO:0140352",0.0278871786445806,0.994629941053759,16,18,"export from cell","BP"
"3213","GO:0060348",0.0280007738750744,1,9,9,"bone development","BP"
"4038","GO:0120032",0.0282875779748396,1,8,8,"regulation of plasma membrane bounded cell projection assembly","BP"
"1144","GO:0015833",0.0286380658053459,1,8,8,"peptide transport","BP"
"2220","GO:0042886",0.0286380658053459,1,8,8,"amide transport","BP"
"2345","GO:0043588",0.0291459636999144,1,9,9,"skin development","BP"
"3248","GO:0060538",0.0293730407592582,1,9,9,"skeletal muscle organ development","BP"
"3405","GO:0065008",0.0295649138128616,0.984987271157568,64,85,"regulation of biological quality","BP"
"1406","GO:0030031",0.0295695045293554,0.996433155440589,12,13,"cell projection assembly","BP"
"4037","GO:0120031",0.0295695045293554,0.996433155440589,12,13,"plasma membrane bounded cell projection assembly","BP"
"679","GO:0007179",0.0304887358865608,1,9,9,"transforming growth factor beta receptor signaling pathway","BP"
"898","GO:0009653",0.0309833061180568,0.984492122063409,61,80,"anatomical structure morphogenesis","BP"
"2307","GO:0043434",0.0313473884199746,0.993813538484081,16,18,"response to peptide hormone","BP"
"929","GO:0009966",0.0326808466830713,0.983793562876493,56,74,"regulation of signal transduction","BP"
"2957","GO:0051093",0.0337123839771092,0.989110787130994,24,29,"negative regulation of developmental process","BP"
"71","GO:0001525",0.0340811377560026,0.99137356807535,19,22,"angiogenesis","BP"
"2739","GO:0048514",0.0340811377560026,0.99137356807535,19,22,"blood vessel morphogenesis","BP"
"243","GO:0002684",0.0344907605841666,0.993052617156791,16,18,"positive regulation of immune system process","BP"
"892","GO:0009628",0.0345497343144897,0.985315681794882,38,48,"response to abiotic stimulus","BP"
"2851","GO:0050714",0.0345516041297432,1,8,8,"positive regulation of protein secretion","BP"
"150","GO:0001952",0.0348624331461816,1,8,8,"regulation of cell-matrix adhesion","BP"
"901","GO:0009719",0.0362330917524921,0.982605558711899,49,64,"response to endogenous stimulus","BP"
"1469","GO:0030336",0.0372587912777923,1,8,8,"negative regulation of cell migration","BP"
"3235","GO:0060429",0.0380179207311463,0.98556476777456,30,37,"epithelium development","BP"
"57","GO:0000902",0.0383595266875976,0.985414862706044,30,37,"cell morphogenesis","BP"
"2781","GO:0048699",0.0386302715693858,0.983916966270107,35,44,"generation of neurons","BP"
"721","GO:0007411",0.0398645967590609,1,8,8,"axon guidance","BP"
"3892","GO:0097485",0.0398645967590609,1,8,8,"neuron projection guidance","BP"
"1246","GO:0019220",0.0400971536665864,0.985569471321321,27,33,"regulation of phosphate metabolic process","BP"
"2974","GO:0051174",0.0400971536665864,0.985569471321321,27,33,"regulation of phosphorus metabolic process","BP"
"945","GO:0010256",0.0403411659611374,0.994738554034846,12,13,"endomembrane system organization","BP"
"3091","GO:0051716",0.0408019879883705,0.976716230918276,103,143,"cellular response to stimulus","BP"
"371","GO:0005975",0.0411237373362467,0.994609695351823,12,13,"carbohydrate metabolic process","BP"
"391","GO:0006082",0.0417303564163094,0.994509300505112,12,13,"organic acid metabolic process","BP"
"1276","GO:0019752",0.0417303564163094,0.994509300505112,12,13,"carboxylic acid metabolic process","BP"
"2308","GO:0043436",0.0417303564163094,0.994509300505112,12,13,"oxoacid metabolic process","BP"
"4233","GO:1901700",0.041924076787602,0.980318809261921,43,56,"response to oxygen-containing compound","BP"
"3241","GO:0060485",0.0421403899427822,1,8,8,"mesenchyme development","BP"
"1108","GO:0014706",0.0423626194086598,0.994404192446555,12,13,"striated muscle tissue development","BP"
"279","GO:0002790",0.0425338826308549,1,7,7,"peptide secretion","BP"
"926","GO:0009914",0.0425338826308549,1,7,7,"hormone transport","BP"
"1416","GO:0030072",0.0425338826308549,1,7,7,"peptide hormone secretion","BP"
"1417","GO:0030073",0.0425338826308549,1,7,7,"insulin secretion","BP"
"2670","GO:0046879",0.0425338826308549,1,7,7,"hormone secretion","BP"
"733","GO:0007519",0.0435691955552687,1,8,8,"skeletal muscle tissue development","BP"
"2994","GO:0051247",0.043731142803265,0.981518900741485,34,43,"positive regulation of protein metabolic process","BP"
"3814","GO:0090287",0.0437460324071969,1,8,8,"regulation of cellular response to growth factor stimulus","BP"
"1394","GO:0023051",0.0438271176242587,0.976820338375743,61,82,"regulation of signaling","BP"
"3475","GO:0070588",0.0438738853689286,1,8,8,"calcium ion transmembrane transport","BP"
"732","GO:0007517",0.0443550904871577,0.994069865879491,12,13,"muscle organ development","BP"
"139","GO:0001932",0.0445505852923207,0.984899400864603,24,29,"regulation of protein phosphorylation","BP"
"1085","GO:0010975",0.0447892972668332,0.990548879136991,15,17,"regulation of neuron projection development","BP"
"1409","GO:0030038",0.0452621896368412,1,7,7,"contractile actin filament bundle assembly","BP"
"2256","GO:0043149",0.0452621896368412,1,7,7,"stress fiber assembly","BP"
"1430","GO:0030162",0.0473247038377268,0.987431737200076,17,20,"regulation of proteolysis","BP"
"3201","GO:0060284",0.0480105592078111,0.983602064931678,23,28,"regulation of cell development","BP"
"1436","GO:0030182",0.0481757831476345,0.979345660753177,34,43,"neuron differentiation","BP"
"4225","GO:1901655",0.0486641896751555,1,7,7,"cellular response to ketone","BP"
"2990","GO:0051239",0.0504810194408612,0.974005778126805,53,70,"regulation of multicellular organismal process","BP"
