"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"2349","GO:0051050",0.00847966948663874,0.999196923374454,18,19,"positive regulation of transport","BP"
"2348","GO:0051049",0.0192902282837266,0.995742261500769,24,27,"regulation of transport","BP"
"2245","GO:0048878",0.0203634183686367,0.997755800320063,15,16,"chemical homeostasis","BP"
"2390","GO:0051241",0.0224036371155611,0.9975084782862,14,15,"negative regulation of multicellular organismal process","BP"
"1791","GO:0043269",0.0289082370015255,1,9,9,"regulation of monoatomic ion transport","BP"
"929","GO:0016032",0.0296142771195175,1,9,9,"viral process","BP"
"2207","GO:0048699",0.0300347488528356,0.991786392836745,26,30,"generation of neurons","BP"
"1140","GO:0030154",0.030950211300379,0.987716323151994,50,63,"cell differentiation","BP"
"2240","GO:0048869",0.030950211300379,0.987716323151994,50,63,"cellular developmental process","BP"
"2150","GO:0048523",0.0334159854628466,0.986996619411288,43,54,"negative regulation of cellular process","BP"
"577","GO:0007399",0.033503229391033,0.989002433413235,32,38,"nervous system development","BP"
"2362","GO:0051093",0.0350799039307623,0.993201228328789,17,19,"negative regulation of developmental process","BP"
"1424","GO:0032879",0.035920075122073,0.988894229116144,28,33,"regulation of localization","BP"
"1079","GO:0022008",0.0372339801280945,0.988412833342612,28,33,"neurogenesis","BP"
"1147","GO:0030182",0.0388389692230459,0.98890038731657,25,29,"neuron differentiation","BP"
"1949","GO:0045596",0.0407150963801413,0.994820659784738,13,14,"negative regulation of cell differentiation","BP"
"441","GO:0006811",0.0434844934342143,0.991323659884463,15,17,"monoatomic ion transport","BP"
"2589","GO:0060341",0.0458652477659789,0.990546477846176,17,19,"regulation of cellular localization","BP"
"859","GO:0010959",0.0463099539782643,1,8,8,"regulation of metal ion transport","BP"
"2009","GO:0045892",0.0470379119941152,0.993872034945702,12,13,"negative regulation of DNA-templated transcription","BP"
"3350","GO:1902679",0.0470379119941152,0.993872034945702,12,13,"negative regulation of RNA biosynthetic process","BP"
"2544","GO:0055082",0.0520602696309456,0.993023524263671,12,13,"intracellular chemical homeostasis","BP"
"1119","GO:0030030",0.0530212734661953,0.985919564057296,21,24,"cell projection organization","BP"
"3154","GO:0120036",0.0530212734661953,0.985919564057296,21,24,"plasma membrane bounded cell projection organization","BP"
"960","GO:0016477",0.0537594976769967,0.982137589280698,27,32,"cell migration","BP"
"454","GO:0006873",0.0560660285641755,1,7,7,"intracellular monoatomic ion homeostasis","BP"
"1116","GO:0030003",0.0560660285641755,1,7,7,"intracellular monoatomic cation homeostasis","BP"
"2294","GO:0050801",0.0560660285641755,1,7,7,"monoatomic ion homeostasis","BP"
"2543","GO:0055080",0.0560660285641755,1,7,7,"monoatomic cation homeostasis","BP"
"989","GO:0019058",0.0609464469097768,1,7,7,"viral life cycle","BP"
"67","GO:0001667",0.0631913354357008,1,8,8,"ameboidal-type cell migration","BP"
"13","GO:0000122",0.063466465134345,0.991142130405615,11,12,"negative regulation of transcription by RNA polymerase II","BP"
"1425","GO:0032880",0.0642415067414537,0.985747944865366,16,18,"regulation of protein localization","BP"
"2188","GO:0048666",0.0656236676184506,0.981823275742869,20,23,"neuron development","BP"
"1170","GO:0030334",0.0658448803126165,0.985173543684547,17,19,"regulation of cell migration","BP"
"2388","GO:0051239",0.0691521254523116,0.974467063326703,27,33,"regulation of multicellular organismal process","BP"
