"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1197","GO:0009719",0.000154180664833067,0.999956181872204,45,56,"response to endogenous stimulus","BP"
"4448","GO:0071495",0.000202852513143264,0.99994974187802,38,46,"cellular response to endogenous stimulus","BP"
"365","GO:0002700",0.00230680951158017,1,10,10,"regulation of production of molecular mediator of immune response","BP"
"4341","GO:0070848",0.00330964296191178,0.999291331380558,22,26,"response to growth factor","BP"
"4412","GO:0071363",0.00330964296191178,0.999291331380558,22,26,"cellular response to growth factor stimulus","BP"
"893","GO:0007166",0.00387754878529599,0.998137793594819,64,90,"cell surface receptor signaling pathway","BP"
"3709","GO:0051239",0.00426969365381674,0.997859600860823,69,99,"regulation of multicellular organismal process","BP"
"4407","GO:0071356",0.00675351296054982,1,9,9,"cellular response to tumor necrosis factor","BP"
"73","GO:0001501",0.00712902991740527,0.998135354604629,22,27,"skeletal system development","BP"
"1843","GO:0030155",0.00760398550623436,0.998503599627598,17,20,"regulation of cell adhesion","BP"
"928","GO:0007275",0.00784351380806929,0.995368688407522,104,157,"multicellular organism development","BP"
"87","GO:0001568",0.00797987453686776,0.997700776995417,23,29,"blood vessel development","BP"
"2155","GO:0032501",0.00847902119540405,0.994672794307634,140,217,"multicellular organismal process","BP"
"5679","GO:2000026",0.00879530905974607,0.996529085802789,35,47,"regulation of multicellular organismal development","BP"
"3478","GO:0048731",0.00896511849428374,0.994783158625747,94,141,"system development","BP"
"3666","GO:0051094",0.0100295267392923,0.995768156472914,38,52,"positive regulation of developmental process","BP"
"1791","GO:0022407",0.01076495284083,0.998965598396291,11,12,"regulation of cell-cell adhesion","BP"
"3411","GO:0048513",0.010813818034293,0.994093392702308,71,104,"animal organ development","BP"
"3304","GO:0046631",0.0109014373786641,1,8,8,"alpha-beta T cell activation","BP"
"882","GO:0007154",0.0109465712324274,0.993152286502857,125,192,"cell communication","BP"
"185","GO:0001944",0.0113782525621963,0.996337744218495,24,31,"vasculature development","BP"
"4137","GO:0061025",0.0114966607645204,1,8,8,"membrane fusion","BP"
"1815","GO:0023052",0.0116005566709302,0.992704602427328,126,194,"signaling","BP"
"3610","GO:0050877",0.0120805495327584,0.996021768303217,26,33,"nervous system process","BP"
"894","GO:0007167",0.0135303788667506,0.995273296884116,26,34,"enzyme-linked receptor protein signaling pathway","BP"
"362","GO:0002697",0.0138713177652644,0.997078299160979,15,18,"regulation of immune effector process","BP"
"367","GO:0002702",0.013970946851869,1,7,7,"positive regulation of production of molecular mediator of immune response","BP"
"276","GO:0002367",0.0145346025141463,1,7,7,"cytokine production involved in immune response","BP"
"383","GO:0002718",0.0145346025141463,1,7,7,"regulation of cytokine production involved in immune response","BP"
"1198","GO:0009725",0.0158600789146628,0.994097347467541,27,36,"response to hormone","BP"
"3655","GO:0051054",0.0175218679090328,0.998179759292866,10,11,"positive regulation of DNA metabolic process","BP"
"3564","GO:0050793",0.0179902998839539,0.990380467615736,57,83,"regulation of developmental process","BP"
"3233","GO:0046165",0.0181126672830701,1,7,7,"alcohol biosynthetic process","BP"
"5158","GO:1901617",0.0185121390505085,0.998052158879015,10,11,"organic hydroxy compound biosynthetic process","BP"
"1212","GO:0009888",0.0193102379074262,0.990338142782232,46,66,"tissue development","BP"
"1022","GO:0008283",0.0208368895861787,0.989689139476308,43,62,"cell population proliferation","BP"
"3091","GO:0045597",0.020988808997256,0.991606871540373,28,38,"positive regulation of cell differentiation","BP"
"2887","GO:0043434",0.021472271029103,0.994281673261364,17,21,"response to peptide hormone","BP"
"800","GO:0006906",0.021588971647682,1,7,7,"vesicle fusion","BP"
"4688","GO:0090174",0.021588971647682,1,7,7,"organelle membrane fusion","BP"
"941","GO:0007389",0.021843633746651,0.996155729188523,12,14,"pattern specification process","BP"
"4009","GO:0060429",0.0237789453229248,0.990395529958301,27,37,"epithelium development","BP"
"2675","GO:0042127",0.0251181521378672,0.988004582904909,37,53,"regulation of cell population proliferation","BP"
"293","GO:0002440",0.0259795773588751,0.995367855715705,11,13,"production of molecular mediator of immune response","BP"
"385","GO:0002720",0.026206388415251,1,6,6,"positive regulation of cytokine production involved in immune response","BP"
"324","GO:0002532",0.0268394399650314,1,6,6,"production of molecular mediator involved in inflammatory response","BP"
"325","GO:0002534",0.0268394399650314,1,6,6,"cytokine production involved in inflammatory response","BP"
"5060","GO:1900015",0.0268394399650314,1,6,6,"regulation of cytokine production involved in inflammatory response","BP"
"3089","GO:0045595",0.0269180563826945,0.987224526235626,37,52,"regulation of cell differentiation","BP"
"2811","GO:0043067",0.027044075422691,0.986480949726995,41,59,"regulation of programmed cell death","BP"
"3819","GO:0051716",0.0281657445692904,0.980732030568925,152,242,"cellular response to stimulus","BP"
"3505","GO:0048856",0.0289428953177578,0.980862331562976,116,182,"anatomical structure development","BP"
"361","GO:0002696",0.0289725554918493,0.996706565250405,9,10,"positive regulation of leukocyte activation","BP"
"3603","GO:0050867",0.0289725554918493,0.996706565250405,9,10,"positive regulation of cell activation","BP"
"3717","GO:0051251",0.0289725554918493,0.996706565250405,9,10,"positive regulation of lymphocyte activation","BP"
"3664","GO:0051092",0.0297098625816629,1,6,6,"positive regulation of NF-kappaB transcription factor activity","BP"
"5175","GO:1901698",0.0299686963669656,0.986271395765832,33,46,"response to nitrogen compound","BP"
"887","GO:0007159",0.030126625085557,0.996540627232879,9,10,"leukocyte cell-cell adhesion","BP"
"3599","GO:0050863",0.030126625085557,0.996540627232879,9,10,"regulation of T cell activation","BP"
"5330","GO:1903037",0.030126625085557,0.996540627232879,9,10,"regulation of leukocyte cell-cell adhesion","BP"
"1727","GO:0021543",0.0310624818093497,1,7,7,"pallium development","BP"
"4233","GO:0065003",0.0311347935417153,0.983553747721692,45,66,"protein-containing complex assembly","BP"
"4715","GO:0090287",0.0316114427615255,0.992362942588926,14,17,"regulation of cellular response to growth factor stimulus","BP"
"3565","GO:0050794",0.0320955460646422,0.977332636296654,231,380,"regulation of cellular process","BP"
"701","GO:0006644",0.0321853264093509,0.993841156487825,12,14,"phospholipid metabolic process","BP"
"702","GO:0006650",0.0321853264093509,0.993841156487825,12,14,"glycerophospholipid metabolic process","BP"
"445","GO:0003002",0.0331738919894706,0.993751208311005,11,13,"regionalization","BP"
"3122","GO:0045666",0.0332066030058983,1,6,6,"positive regulation of neuron differentiation","BP"
"1894","GO:0030510",0.0332632232202771,1,6,6,"regulation of BMP signaling pathway","BP"
"3317","GO:0046661",0.0333646506443693,1,6,6,"male sex differentiation","BP"
"1870","GO:0030278",0.0336497983852296,1,6,6,"regulation of ossification","BP"
"923","GO:0007267",0.0341400215946735,0.986101294563418,25,34,"cell-cell signaling","BP"
"1920","GO:0030855",0.0343675173242497,0.989166735178578,17,22,"epithelial cell differentiation","BP"
"4221","GO:0062013",0.0344197051237556,1,6,6,"positive regulation of small molecule metabolic process","BP"
"4501","GO:0071887",0.0345626360598615,1,6,6,"leukocyte apoptotic process","BP"
"4482","GO:0071772",0.0356661737239882,0.995718601765788,9,10,"response to BMP","BP"
"4483","GO:0071773",0.0356661737239882,0.995718601765788,9,10,"cellular response to BMP stimulus","BP"
"5178","GO:1901701",0.0370195982258534,0.982303541521787,33,47,"cellular response to oxygen-containing compound","BP"
"3305","GO:0046632",0.0374224333048484,1,6,6,"alpha-beta T cell differentiation","BP"
"899","GO:0007178",0.039499635758904,0.992251584300905,11,13,"cell surface receptor protein serine/threonine kinase signaling pathway","BP"
"5025","GO:0141091",0.039499635758904,0.992251584300905,11,13,"transforming growth factor beta receptor superfamily signaling pathway","BP"
"2265","GO:0032943",0.0402208765419252,0.995187999298527,8,9,"mononuclear cell proliferation","BP"
"2266","GO:0032944",0.0402208765419252,0.995187999298527,8,9,"regulation of mononuclear cell proliferation","BP"
"3315","GO:0046651",0.0402208765419252,0.995187999298527,8,9,"lymphocyte proliferation","BP"
"3528","GO:0050670",0.0402208765419252,0.995187999298527,8,9,"regulation of lymphocyte proliferation","BP"
"4315","GO:0070661",0.0402208765419252,0.995187999298527,8,9,"leukocyte proliferation","BP"
"4317","GO:0070663",0.0402208765419252,0.995187999298527,8,9,"regulation of leukocyte proliferation","BP"
"892","GO:0007165",0.0403004579308465,0.972736606536626,116,182,"signal transduction","BP"
"911","GO:0007224",0.0405222445584762,1,6,6,"smoothened signaling pathway","BP"
"75","GO:0001503",0.0420518263406386,0.986255125569791,17,22,"ossification","BP"
"3120","GO:0045664",0.0430781958508398,0.99474485212499,8,9,"regulation of neuron differentiation","BP"
"2244","GO:0032868",0.0437605837920654,0.991203788779155,11,13,"response to insulin","BP"
"4502","GO:0071897",0.0442154031156191,0.994565771934563,8,9,"DNA biosynthetic process","BP"
"3032","GO:0045055",0.0445023253169999,1,6,6,"regulated exocytosis","BP"
"3477","GO:0048729",0.0448770594988866,0.9853349850441,16,21,"tissue morphogenesis","BP"
"448","GO:0003008",0.0450007400277385,0.975898315872044,42,61,"system process","BP"
"4920","GO:0099536",0.0455574540906773,0.984888338378161,17,22,"synaptic signaling","BP"
"364","GO:0002699",0.0468434763213271,0.99066254863759,10,12,"positive regulation of immune effector process","BP"
"3561","GO:0050789",0.0477847690449002,0.965462025091456,241,400,"regulation of biological process","BP"
"359","GO:0002694",0.04807916819978,0.985735809858477,14,18,"regulation of leukocyte activation","BP"
"3601","GO:0050865",0.04807916819978,0.985735809858477,14,18,"regulation of cell activation","BP"
"4567","GO:0072359",0.0485502177438322,0.976657966269649,30,43,"circulatory system development","BP"
"3412","GO:0048514",0.0485718817449587,0.983888559652508,16,21,"blood vessel morphogenesis","BP"
"2480","GO:0035239",0.0486241713044533,0.980360824818188,21,29,"tube morphogenesis","BP"
"2812","GO:0043068",0.0492523598871423,0.983619495714974,16,21,"positive regulation of programmed cell death","BP"
"1893","GO:0030509",0.049403409973263,0.993729830751134,8,9,"BMP signaling pathway","BP"
"2491","GO:0035295",0.0497348886688283,0.977369004297494,26,37,"tube development","BP"
"213","GO:0002065",0.051344233930422,1,5,5,"columnar/cuboidal epithelial cell differentiation","BP"
"1347","GO:0010803",0.0520941144856078,1,5,5,"regulation of tumor necrosis factor-mediated signaling pathway","BP"
"2319","GO:0033209",0.0520941144856078,1,5,5,"tumor necrosis factor-mediated signaling pathway","BP"
"756","GO:0006809",0.0522568836316916,1,5,5,"nitric oxide biosynthetic process","BP"
"3239","GO:0046209",0.0522568836316916,1,5,5,"nitric oxide metabolic process","BP"
"5836","GO:2001057",0.0522568836316916,1,5,5,"reactive nitrogen species metabolic process","BP"
"252","GO:0002274",0.0533315142622262,1,5,5,"myeloid leukocyte activation","BP"
"4236","GO:0065007",0.0549881228488035,0.959960886414902,249,415,"biological regulation","BP"
"2792","GO:0042981",0.0553532449004513,0.970262149272784,38,56,"regulation of apoptotic process","BP"
"1972","GO:0031214",0.0564787723741027,0.99254160781032,8,9,"biomineral tissue development","BP"
"2431","GO:0034612",0.0592660289161572,0.987455501301332,10,12,"response to tumor necrosis factor","BP"
"3711","GO:0051241",0.0605264280896888,0.97260374158312,24,34,"negative regulation of multicellular organismal process","BP"
"1037","GO:0008406",0.0611883805611739,1,5,5,"gonad development","BP"
"3049","GO:0045137",0.0611883805611739,1,5,5,"development of primary sexual characteristics","BP"
"1851","GO:0030182",0.0623127358765847,0.96637989213507,38,55,"neuron differentiation","BP"
"879","GO:0007131",0.0624127675599271,1,5,5,"reciprocal meiotic recombination","BP"
"2543","GO:0035825",0.0624127675599271,1,5,5,"homologous recombination","BP"
"5005","GO:0140527",0.0624127675599271,1,5,5,"reciprocal homologous recombination","BP"
"117","GO:0001763",0.0624187091124993,0.991843582372685,7,8,"morphogenesis of a branching structure","BP"
"4162","GO:0061138",0.0624187091124993,0.991843582372685,7,8,"morphogenesis of a branching epithelium","BP"
"259","GO:0002287",0.0627381585502202,1,5,5,"alpha-beta T cell activation involved in immune response","BP"
"3204","GO:0045935",0.062990278901472,0.962500018509489,50,76,"positive regulation of nucleobase-containing compound metabolic process","BP"
"3790","GO:0051588",0.063893954451175,1,5,5,"regulation of neurotransmitter transport","BP"
"199","GO:0002009",0.0640189680246386,0.980143649996926,13,17,"morphogenesis of an epithelium","BP"
"5691","GO:2000106",0.0642428193340056,1,5,5,"regulation of leukocyte apoptotic process","BP"
"3970","GO:0060322",0.0642657993519264,0.97400431315631,20,27,"head development","BP"
"3306","GO:0046634",0.0644386817417592,1,5,5,"regulation of alpha-beta T cell activation","BP"
"1724","GO:0021537",0.0653439125208641,0.990978531781625,8,9,"telencephalon development","BP"
