"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"2921","GO:0045444",0.0038194920772305,0.999600057551663,8,10,"fat cell differentiation","BP"
"1189","GO:0010594",0.00915783773399609,0.998927471227528,7,9,"regulation of endothelial cell migration","BP"
"2789","GO:0043542",0.00915783773399609,0.998927471227528,7,9,"endothelial cell migration","BP"
"4319","GO:0071674",0.00962043858330478,0.998860452158068,7,9,"mononuclear cell migration","BP"
"2516","GO:0040011",0.0129581418198132,0.99445600887337,23,45,"locomotion","BP"
"3666","GO:0051726",0.0135671149872131,0.995927804830908,13,22,"regulation of cell cycle","BP"
"3373","GO:0050678",0.0146178642538489,0.995822728176141,12,20,"regulation of epithelial cell proliferation","BP"
"3695","GO:0051928",0.0147196686982637,0.998945991171132,5,6,"positive regulation of calcium ion transport","BP"
"303","GO:0002544",0.0150142602298728,1,4,4,"chronic inflammatory response","BP"
"1185","GO:0010573",0.0161585025614704,1,4,4,"vascular endothelial growth factor production","BP"
"1186","GO:0010574",0.0161585025614704,1,4,4,"regulation of vascular endothelial growth factor production","BP"
"771","GO:0007059",0.0169082559161606,0.99859469556369,6,7,"chromosome segregation","BP"
"4651","GO:0098813",0.0169082559161606,0.99859469556369,6,7,"nuclear chromosome segregation","BP"
"155","GO:0001935",0.017255211660119,0.996581731630868,8,12,"endothelial cell proliferation","BP"
"156","GO:0001936",0.017255211660119,0.996581731630868,8,12,"regulation of endothelial cell proliferation","BP"
"158","GO:0001938",0.0174495448553627,0.997806965068864,6,8,"positive regulation of endothelial cell proliferation","BP"
"1316","GO:0010976",0.0180027692859134,0.997524359535,7,9,"positive regulation of neuron projection development","BP"
"2851","GO:0044703",0.0180714703194447,0.995412656091658,10,16,"multi-organism reproductive process","BP"
"2852","GO:0044706",0.0180714703194447,0.995412656091658,10,16,"multi-multicellular organism process","BP"
"3374","GO:0050679",0.0183096229788456,0.996936930015738,7,10,"positive regulation of epithelial cell proliferation","BP"
"2718","GO:0043270",0.0200389157758475,0.996574537865854,7,10,"positive regulation of monoatomic ion transport","BP"
"3360","GO:0050000",0.0209584412620339,1,4,4,"chromosome localization","BP"
"3595","GO:0051303",0.0209584412620339,1,4,4,"establishment of chromosome localization","BP"
"3655","GO:0051656",0.021944064795236,0.993529528203786,12,19,"establishment of organelle localization","BP"
"4193","GO:0070841",0.022496333334806,1,4,4,"inclusion body assembly","BP"
"807","GO:0007193",0.0229146349450517,1,4,4,"adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","BP"
"927","GO:0008150",0.0234892467225072,0.989158154882069,207,550,"biological_process","BP"
"187","GO:0002040",0.0237041186542174,0.997098214325479,5,7,"sprouting angiogenesis","BP"
"2521","GO:0040017",0.0237796063826948,0.992617239528746,12,20,"positive regulation of locomotion","BP"
"5398","GO:2000147",0.0237796063826948,0.992617239528746,12,20,"positive regulation of cell motility","BP"
"102","GO:0001775",0.0249991135767526,0.98856988632014,22,44,"cell activation","BP"
"2517","GO:0040012",0.025219712222692,0.988663555198845,21,42,"regulation of locomotion","BP"
"5396","GO:2000145",0.025219712222692,0.988663555198845,21,42,"regulation of cell motility","BP"
"3369","GO:0050673",0.0253656025830977,0.991790173363686,12,21,"epithelial cell proliferation","BP"
"1885","GO:0031100",0.0273032248128394,0.997638444823716,5,6,"animal organ regeneration","BP"
"5359","GO:1990849",0.027765375103635,0.996044152024485,6,8,"vacuolar localization","BP"
"3594","GO:0051302",0.028934824566976,0.997793403470924,4,5,"regulation of cell division","BP"
"5060","GO:1902807",0.0297189101939276,0.997711899720633,4,5,"negative regulation of cell cycle G1/S phase transition","BP"
"1363","GO:0014812",0.0302935664316184,1,3,3,"muscle cell migration","BP"
"1381","GO:0014909",0.0302935664316184,1,3,3,"smooth muscle cell migration","BP"
"1382","GO:0014910",0.0302935664316184,1,3,3,"regulation of smooth muscle cell migration","BP"
"3610","GO:0051384",0.0309726004982274,0.995450264273119,6,8,"response to glucocorticoid","BP"
"941","GO:0008283",0.0310304292342139,0.983040098240126,33,72,"cell population proliferation","BP"
"1820","GO:0030334",0.0313410527936865,0.98607466207674,19,38,"regulation of cell migration","BP"
"886","GO:0007565",0.0323287293386657,0.99116212263937,9,15,"female pregnancy","BP"
"1761","GO:0030048",0.0325048323611326,0.997026829668116,5,6,"actin filament-based movement","BP"
"4126","GO:0070252",0.0325048323611326,0.997026829668116,5,6,"actin-mediated cell contraction","BP"
"3645","GO:0051640",0.0332939462393657,0.987851484833339,14,24,"organelle localization","BP"
"2786","GO:0043534",0.0346276593394074,0.997182996060899,4,5,"blood vessel endothelial cell migration","BP"
"3462","GO:0050900",0.0347033746494934,0.990368531234498,9,15,"leukocyte migration","BP"
"811","GO:0007200",0.0347577269215701,0.996750556642261,5,6,"phospholipase C-activating G protein-coupled receptor signaling pathway","BP"
"4195","GO:0070848",0.0349254122442917,0.986875409145449,14,25,"response to growth factor","BP"
"4261","GO:0071363",0.0349254122442917,0.986875409145449,14,25,"cellular response to growth factor stimulus","BP"
"3584","GO:0051276",0.0358315704056731,0.991626985078235,8,12,"chromosome organization","BP"
"4957","GO:1901654",0.0367714429371166,0.991354435246156,8,12,"response to ketone","BP"
"1181","GO:0010564",0.0367854497382382,0.989661987732244,9,15,"regulation of cell cycle process","BP"
"1923","GO:0031346",0.0378841607290798,0.988865763552518,10,16,"positive regulation of cell projection organization","BP"
"777","GO:0007129",0.0381038910122198,0.996328164083546,5,6,"homologous chromosome pairing at meiosis","BP"
"2897","GO:0045132",0.0381038910122198,0.996328164083546,5,6,"meiotic chromosome segregation","BP"
"2901","GO:0045143",0.0381038910122198,0.996328164083546,5,6,"homologous chromosome segregation","BP"
"4110","GO:0070192",0.0381038910122198,0.996328164083546,5,6,"chromosome organization involved in meiotic cell cycle","BP"
"3672","GO:0051781",0.0384334201299337,1,3,3,"positive regulation of cell division","BP"
"3252","GO:0048518",0.0387649058587016,0.974084346508412,81,194,"positive regulation of biological process","BP"
"2465","GO:0036119",0.0388860198494224,1,3,3,"response to platelet-derived growth factor","BP"
"2466","GO:0036120",0.0388860198494224,1,3,3,"cellular response to platelet-derived growth factor stimulus","BP"
"4303","GO:0071548",0.0388860198494224,1,3,3,"response to dexamethasone","BP"
"1307","GO:0010948",0.0388882983069559,0.99446103353477,5,7,"negative regulation of cell cycle process","BP"
"4989","GO:1901988",0.0388882983069559,0.99446103353477,5,7,"negative regulation of cell cycle phase transition","BP"
"53","GO:0001508",0.0392471528554012,0.990627738351366,8,12,"action potential","BP"
"2347","GO:0034767",0.0397483320291426,0.994299295013089,5,7,"positive regulation of monoatomic ion transmembrane transport","BP"
"1821","GO:0030335",0.0409183007948551,0.986357817694125,11,19,"positive regulation of cell migration","BP"
"2035","GO:0032411",0.0412846585487624,0.996417098686269,4,5,"positive regulation of transporter activity","BP"
"2038","GO:0032414",0.0412846585487624,0.996417098686269,4,5,"positive regulation of ion transmembrane transporter activity","BP"
"4173","GO:0070555",0.0417529386795242,1,3,3,"response to interleukin-1","BP"
"4251","GO:0071347",0.0417529386795242,1,3,3,"cellular response to interleukin-1","BP"
"3689","GO:0051899",0.0424695434763598,0.991229524902361,7,10,"membrane depolarization","BP"
"3693","GO:0051924",0.0432852832961003,0.988596419134161,8,13,"regulation of calcium ion transport","BP"
"1227","GO:0010712",0.0432862314804262,1,3,3,"regulation of collagen metabolic process","BP"
