UniqueCount	AmbigCount
36794	0
39820	3
233567	2
84485	0
17556	56
88358	58
77247	2
7199	0
2998	2324
56328	19
30979	0
127	0
63823	0
9	109
10	85
8	121
0	1
1	0
1	1
0	112
0	117
0	80
15	117
90	758
217	624
0	480
573	0
4	0
342	508
80	508
2	43
0	0
0	0
0	0
6	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
28	116
1753	0
4	0
5	610
0	268
2	303
16	4
1	2
0	4
0	0
0	0
0	568
0	568
700	134
1	2
0	0
0	70
5	62
12	17
0	4
0	6
409	134
0	134
234	565
86	492
1	125
295	75
0	54
0	74
0	81
0	81
0	74
0	36
0	28
0	38
7	650
0	657
3	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	2
0	822
5	0
3	0
0	0
1	819
4	824
10	1
3	1
94	338
0	264
0	0
0	334
0	113
181	113
0	723
13	730
0	62
713	62
0	22
0	20
0	6
0	20
0	16
1	8
0	20
0	0
1	0
8	124
16	124
2	11
110	0
57	65
0	0
0	65
11	281
1	30
69	292
602	394
7	161
6	391
38	0
0	0
425	396
0	396
0	0
0	0
0	0
0	0
0	0
0	0
0	0
44	113
0	0
0	9
71	386
0	231
0	109
0	386
242	52
0	52
0	645
4	65
0	396
79	673
132	28
6	28
1	189
4	177
0	161
0	1
0	0
0	1
94	0
4	0
0	15
0	2
0	15
1093	289
0	289
4	503
33	510
0	1
0	1
249	1117
8	1117
0	21
1	5
0	6
1	35
55	0
225	33
0	12
0	3
0	21
0	0
0	0
0	0
0	0
0	0
3	528
185	539
0	27
0	12
0	1
4	795
14	122
31	673
212	417
92	0
860	0
72	970
35	970
14	438
18	321
22	169
22	70
7	177
6	331
0	0
0	0
0	0
0	0
33	5191
147	4930
7	476
0	163
0	0
0	374
1	0
0	590
3	0
8	5369
41	217
353	137
20	354
0	0
0	0
3	42
715	255
12	227
35	255
0	2
0	0
0	0
0	0
0	55
5	55
107	123
2	123
1836	0
0	3
0	44
0	3
0	56
0	52
185	81
0	59
0	36
0	88
0	31
0	76
0	0
0	0
30	0
0	13
0	10
0	7
0	4
302	478
13	314
4	39
6	207
0	450
7	155
13	2278
0	2615
12501	7619
0	124
0	0
0	0
9	1937
28	1454
95	1924
0	1134
72	73
0	0
0	0
0	627
80	506
0	885
0	1133
4	227
21	241
0	233
228	1878
2	1878
4	1293
46	1293
1	2621
1	47
0	1719
3	1445
105	15
1	5
5	20
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	19
15345	86
3	86
66	1019
29	1
0	1018
150	170
0	170
0	0
0	0
577	0
0	0
27	124
8	301
0	17
8	25
2	20
0	297
18	608
112	608
71	768
38	784
29	784
86	56
0	56
241	0
0	0
1	74
28	74
1177	380
5	22
0	141
0	227
2	0
22	74
27	355
1017	0
342	1
0	1
0	198
0	203
10	33
3	32
1	32
11	172
2	0
3	3598
157	3615
6	3370
1	747
16	595
7	621
2	467
0	22
0	69
142	804
1	452
13	452
8	93
3	450
149	172
366	302
36	130
0	0
2693	2109
15	1101
111	1215
2201	267
4	209
0	19
1	20
10	0
0	0
539	4019
58	4019
11	1724
0	31
0	8
6	31
2	12
0	393
0	34
474	393
9	105
0	105
0	821
13	892
0	3
0	3
0	0
0	3
0	897
0	958
36	723
578	5
72	11
6	7
26	72
0	0
0	72
0	0
5	78
0	78
0	55
0	0
11	916
8	566
43	536
43	135
1	802
57	425
122	378
0	20
0	61
34	176
0	367
70	336
154	336
464	0
3	289
7	2435
0	324
356	370
55	418
0	418
0	0
10	2621
620	0
340	253
3	253
879	231
0	231
0	0
0	0
20	4
643	0
2824	0
105	117
0	10
31	27
0	16
0	117
3154	119
6	146
0	146
0	22
409	22
235	14148
0	11187
3	6989
0	0
0	0
0	0
0	0
181	712
20	712
825	1832
0	0
462	218
1	218
1	214
22	164
156	0
0	15
4	15
0	15
0	15
0	0
0	0
405	2987
42	2987
5	24
0	0
0	3
0	3
0	0
0	0
1	0
0	0
0	405
0	0
89	405
0	0
3	0
1494	362
9	358
4	4
20	34
0	840
0	6
0	35
0	840
1	0
2	79
0	79
0	30
15	79
0	77
0	0
2	3
0	15
2	39
0	3
1	45
0	0
58	0
0	2
0	2
2	439
0	66
0	248
0	214
0	439
0	0
0	16
0	37
0	54
2	59
0	0
0	0
4	39
167	39
0	0
644	0
548	0
0	35
37	80
34	75
6	892
4	154
0	57
0	59
14	892
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
511	99
14	0
37	554
5	22
0	0
0	0
53	978
0	592
0	86
0	127
221	976
64	106
0	106
775	2484
15	923
20	1788
45	34
23	0
0	321
933	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
237	879
8	125
0	879
0	0
0	0
0	0
0	0
7	48
279	48
490	0
0	45
0	41
2	9
0	35
0	45
184	644
4	92
10	553
0	79
1	319
18	163
11	0
93	0
56	663
2346	833
21	184
0	0
63	0
0	0
0	0
0	0
6	49
0	18
0	49
2	0
239	1001
0	454
61	1455
0	904
21	904
25	341
0	17
24	56
5	397
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	311
0	14
0	301
0	0
91	26
0	26
30	2003
0	2112
18	1154
16	0
4	4
0	2114
3	0
0	0
0	0
17	1998
0	2284
61	189
563	222
2	22
0	23
0	0
0	0
0	0
0	0
297	128
0	0
4	0
766	31
0	31
256	1036
153	1036
301	57
2	17
1	40
0	0
17	191
0	191
4	110
0	28
2	19
0	0
1105	24
1	109
19	0
0	0
0	2
0	2
6	0
334	178
0	150
1133	4
0	0
0	0
589	157
98	0
0	157
0	0
0	3
0	2
2	3
0	1
0	1
5619	666
0	0
1	666
9	297
26	297
0	0
0	0
0	0
939	0
0	18
175	1505
14	1505
2	22
0	150
0	0
0	0
308	186
0	186
0	0
61	0
600	0
18	0
163	179
40	178
0	86
0	463
14	680
0	18
0	18
40	18
0	0
765	517
1	517
224	11
0	4
0	0
0	7
0	3
2	707
0	189
4	0
0	648
1308	146
0	146
142	0
13	1
0	0
0	0
2	0
0	0
72	0
0	516
0	0
2	36
1	546
0	53
0	195
0	1
0	0
0	0
107	207
85	0
32	4489
0	1992
222	4247
0	3745
0	0
1	1944
0	184
3	8
10	1
2	340
46	4664
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	30
1	30
333	0
155	130
0	130
1044	395
0	156
0	239
939	184
2	80
6	179
0	0
0	0
0	1068
2	1068
0	932
1	539
23	1020
0	1127
20	1500
0	2
0	0
0	0
0	2
0	0
0	0
0	0
0	2
12	795
0	160
0	705
0	79
0	67
2	77
1210	0
26	137
0	109
8	163
25	19
115	19
9110	999
2	481
2	98
2	5
8	1
0	0
0	0
0	0
0	0
18	322
2	71
0	322
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
66	579
1	366
2	8
1	12
3	37
0	0
43	2
15	0
0	331
28	7
0	0
0	7
0	0
0	1
0	0
1	1
893	0
1667	0
0	1144
91	132
43	211
0	17
0	37
3	161
0	36
0	9
0	46
0	4
64	0
0	155
5	103
207	258
3345	1795
0	1795
3039	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	621
0	324
0	0
147	164
4	0
4	42
1	146
0	46
4	33
41	126
0	131
0	96
0	0
214	1632
88	3845
1284	3681
0	44
0	0
2	0
0	1
66	44
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
85	1205
0	1205
0	0
1795	189
0	189
1	1633
0	4
0	23
89	1633
378	37
1	37
0	0
283	50
0	0
0	50
0	0
15	814
353	814
25	1789
0	18126
0	341
258	18149
2	14552
156	328
2	328
367	706
0	701
0	0
0	0
41	248
0	0
11	809
27	847
43	761
11	25
0	0
0	0
0	2
0	6
0	2
0	2
0	0
0	0
0	0
19	742
9	742
0	11
0	11
0	5
0	0
0	3
189	654
4	654
241	0
23	0
6	3
38	112
0	112
0	0
0	0
0	0
528	0
0	0
7691	0
0	0
0	0
10	196
42	199
16	40
14	954
0	954
101	431
0	97
9	52
0	82
1	60
0	54
0	12
11	398
9	0
1	0
0	0
3	0
502	963
71	191
8	1154
0	0
0	0
1325	64
0	33
5	31
0	0
3	30
3	29
0	27
0	1
0	11
0	1
0	11
0	1
0	1
0	0
0	0
0	0
6	39
0	39
0	4
0	0
0	0
0	0
0	0
0	0
1878	1086
82	1080
0	555
0	921
0	1178
50	171
0	124
0	1087
0	1178
6	0
3	0
322	5
521	381
18	381
0	1
0	7
0	7
5	1
0	1
0	0
0	1
0	0
0	0
2	209
0	3
4	35
43	247
0	0
0	0
0	0
0	0
0	0
165	587
118	100
0	101
653	183
0	0
12	86
0	133
85	104
3	28
1	2691
0	616
0	0
99	365
0	365
6	0
73	1119
10	853
3	123
0	0
0	1097
1987	382
0	44
0	12
8	334
1	14
0	2
0	310
0	282
4	38
0	2
14	312
11	93
8	638
27	638
150	16
0	370
0	9
5	133
0	107
0	435
0	407
0	0
696	54
16	79
0	2691
129	18
0	18
3	0
555	74
2	21
0	53
216	0
0	0
0	0
0	0
0	0
0	0
0	119
35	172
0	172
0	2
3	1951
17	1951
2	0
0	4
0	4
96	119
9	35
0	50
7	104
2407	0
129	0
342	9
1	9
2	2478
146	2478
139	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3382	0
1	0
88	839
0	7
5	836
0	0
6	12
0	12
0	0
0	16
0	0
0	18
3	154
0	2
1	7
15	402
1	33
0	86
0	211
1	330
11	0
0	0
0	0
118	878
697	925
1	142
0	101
0	0
0	0
2	62
0	425
0	96
0	82
6	81
0	93
14	16
1	9
0	9
1	17
0	0
2	5
10	2
0	22
0	22
0	24
0	95
0	0
0	4
0	4
0	489
0	434
2	46
0	44
0	74
41	963
0	215
0	0
2335	281
1	281
3	0
0	0
0	0
0	0
0	0
6	208
0	4
0	25
5	34
0	9
0	1
46	228
0	18
710	18
35	686
0	1494
5	1494
223	4683
50	3013
2	235
23	1183
5	73
0	861
6	981
1	1427
0	2916
0	4680
10	0
200	0
0	0
0	0
46	1039
2	14
6	113
5	20
0	0
15	114
657	70
0	70
283	38
24	443
0	433
0	0
375	0
0	93
1	0
0	0
1	2
0	17
136	14
36	15
0	0
0	443
53	139
30	582
271	0
1	38
5	24
223	636
23	540
1	110
4	599
0	0
0	0
0	0
0	0
0	0
157	0
3	14
0	354
73	3
496	3
14	3
209	371
31	0
9	553
25	553
1	150
0	0
0	0
0	0
0	3
0	3
0	2
164	3612
1163	3612
0	0
0	430
85	430
0	0
0	0
502	0
0	0
0	0
195	52
0	52
206	0
24	16
0	16
9	94
0	35
0	262
0	6
106	262
2	1289
3	1289
478	321
137	3506
0	1910
1690	3048
0	796
4	13
0	35
0	665
0	0
0	0
0	0
1	0
0	0
1	7
0	1
0	7
534	21
10	21
60	237
7	26
408	66
0	66
8	237
0	3
168	810
0	217
0	161
6	810
0	833
1	833
314	434
0	434
0	617
0	530
60	18
0	1
0	1
5	98
0	98
0	0
0	0
0	0
2839	1524
1	28
0	5
15	5
34	302
1	0
0	0
0	302
0	81
0	81
0	0
0	0
0	0
118	390
0	257
1	15
0	0
0	0
0	0
0	0
12	1
0	1
0	1
0	0
0	1281
0	1116
1561	0
48	64
4	52
0	26
0	6
0	6
0	5
11	462
220	907
0	133
30	445
2	132
19	5566
1075	5566
14	403
0	26
290	403
0	0
0	0
0	347
1	329
11	318
0	2
11	86
65	103
0	103
51	0
0	148
21	148
3	179
138	359
3	385
27	1023
27	3790
0	4848
12	4630
71	558
65	558
0	0
0	0
0	0
0	1136
3	255
0	191
97	116
0	116
0	0
1	3
0	0
180	1512
27	1512
881	0
4432	1062
1	1047
3	13
0	0
0	0
0	0
0	0
0	0
50	71
9	3
0	24
0	39
15	39
4	31
0	71
1	3
225	859
81	367
3	1226
0	1354
1	124
0	817
17	1354
0	1082
0	1054
0	1107
0	734
10	0
8	23
0	0
0	0
141	4
0	4
35	2686
2	2757
2	464
9	283
0	2604
0	2468
477	0
0	0
0	19966
0	857
3	1136
0	0
0	0
2	0
0	0
0	0
2638	9
6	9
0	0
0	0
0	0
1084	20232
14	19988
8	18974
4	16528
4	11
0	3225
2	3
8	1
0	0
0	29
0	29
36	0
1	1813
0	1813
0	0
39	0
0	1500
0	101
8	1019
0	1488
0	1176
1	0
792	0
29	1058
54	1058
34	14
107	1611
0	2
0	3
0	42
0	100
0	215
66	1597
1148	597
0	506
0	597
0	0
0	0
65	1296
0	1131
0	0
0	0
377	119
4	119
363	0
0	0
0	246
81	506
14	441
0	0
0	9
0	194
0	0
1	299
1014	662
0	590
20	556
66	121
0	121
0	1951
102	2124
2	1710
0	2
8	354
6	1110
17	0
0	462
2	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
661	127
0	127
0	0
0	0
0	1
17	403
0	687
5	18
7	699
0	0
