"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"217","GO:0004888",0.0450510144912896,0.988479701953051,13,16,"transmembrane signaling receptor activity","MF"
"362","GO:0008289",0.0551938308598382,0.981017844956375,17,22,"lipid binding","MF"
"173","GO:0004620",0.0698781577488147,1,5,5,"phospholipase activity","MF"
"1072","GO:0061629",0.086694039587327,0.987374317500068,7,8,"RNA polymerase II-specific DNA-binding transcription factor binding","MF"
"702","GO:0019903",0.0908857132521204,1,4,4,"protein phosphatase binding","MF"
"302","GO:0005507",0.0920942440306892,1,4,4,"copper ion binding","MF"
"1221","GO:0140375",0.0967429890088793,1,4,4,"immune receptor activity","MF"
"257","GO:0005216",0.105025122120717,0.968254106278446,11,14,"monoatomic ion channel activity","MF"
"474","GO:0015267",0.105025122120717,0.968254106278446,11,14,"channel activity","MF"
"707","GO:0022803",0.105025122120717,0.968254106278446,11,14,"passive transmembrane transporter activity","MF"
"182","GO:0004674",0.111431707351297,0.965771818915486,11,14,"protein serine/threonine kinase activity","MF"
"299","GO:0005496",0.115869350836933,1,4,4,"steroid binding","MF"
"699","GO:0019900",0.117715137705479,0.945203863494322,19,27,"kinase binding","MF"
"700","GO:0019901",0.124486764050556,0.944236986677651,17,24,"protein kinase binding","MF"
"305","GO:0005516",0.149535744578696,1,4,4,"calmodulin binding","MF"
"1295","GO:1990782",0.154097994983838,1,3,3,"protein tyrosine kinase binding","MF"
"303","GO:0005509",0.158200235865926,0.940624101202258,11,15,"calcium ion binding","MF"
"272","GO:0005261",0.159765091763115,0.956829342688334,8,10,"monoatomic cation channel activity","MF"
"822","GO:0033612",0.165023765244023,1,3,3,"receptor serine/threonine kinase binding","MF"
"1107","GO:0070696",0.165023765244023,1,3,3,"transmembrane receptor protein serine/threonine kinase binding","MF"
"936","GO:0044325",0.165934740303464,0.955997588444647,7,9,"transmembrane transporter binding","MF"
"83","GO:0003779",0.165997354295983,1,3,3,"actin binding","MF"
"599","GO:0016790",0.169789103001967,1,3,3,"thiolester hydrolase activity","MF"
"6","GO:0000149",0.169929509897132,1,3,3,"SNARE binding","MF"
"304","GO:0005515",0.171941569893484,0.865726401774156,144,241,"protein binding","MF"
"298","GO:0005488",0.172769778549281,0.864829443278467,281,481,"binding","MF"
"640","GO:0017022",0.173877512277908,1,3,3,"myosin binding","MF"
"218","GO:0004896",0.173888979194203,1,3,3,"cytokine receptor activity","MF"
"332","GO:0008134",0.174208412205169,0.926010259059969,13,18,"transcription factor binding","MF"
"904","GO:0043022",0.176252393501232,1,3,3,"ribosome binding","MF"
"520","GO:0016229",0.179243379523261,1,3,3,"steroid dehydrogenase activity","MF"
