"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"168","GO:0042802",0.00602568757297804,1,13,13,"identical protein binding","MF"
"169","GO:0042803",0.0715785484522655,1,6,6,"protein homodimerization activity","MF"
"197","GO:0046983",0.0715785484522655,1,6,6,"protein dimerization activity","MF"
"47","GO:0005515",0.0795747093966781,0.982303731734735,22,27,"protein binding","MF"
"132","GO:0030234",0.129688923366479,1,6,6,"enzyme regulator activity","MF"
"256","GO:0140678",0.19359874518708,1,4,4,"molecular function inhibitor activity","MF"
"36","GO:0005198",0.233443614890452,0.955119966059652,9,10,"structural molecule activity","MF"
"118","GO:0019900",0.261671112301355,0.928002664198346,8,10,"kinase binding","MF"
"119","GO:0019901",0.261671112301355,0.928002664198346,8,10,"protein kinase binding","MF"
"17","GO:0003729",0.266230377615934,1,4,4,"mRNA binding","MF"
"235","GO:0097110",0.27731641292864,1,3,3,"scaffold protein binding","MF"
"207","GO:0050840",0.284254250050526,1,3,3,"extracellular matrix binding","MF"
"49","GO:0005518",0.290431496277058,1,3,3,"collagen binding","MF"
"239","GO:0097718",0.296851392787523,1,3,3,"disordered domain specific binding","MF"
"183","GO:0044325",0.299307062689159,1,3,3,"transmembrane transporter binding","MF"
"48","GO:0005516",0.310314744722371,1,3,3,"calmodulin binding","MF"
"44","GO:0005488",0.324455853518452,0.921203990727917,27,37,"binding","MF"
"186","GO:0044877",0.328381562304262,0.897062025828135,9,11,"protein-containing complex binding","MF"
"240","GO:0098772",0.365895452090406,0.87990132188554,8,10,"molecular function regulator activity","MF"
"112","GO:0019838",0.371091003155955,1,4,4,"growth factor binding","MF"
"8","GO:0002020",0.373151092927558,1,5,5,"protease binding","MF"
"190","GO:0046332",0.382366850179551,1,4,4,"SMAD binding","MF"
"55","GO:0008092",0.3874112121682,0.870743295998884,7,9,"cytoskeletal protein binding","MF"
"35","GO:0005178",0.399369005770792,1,4,4,"integrin binding","MF"
"206","GO:0050839",0.399369005770792,1,4,4,"cell adhesion molecule binding","MF"
"58","GO:0008134",0.403375614500943,1,2,2,"transcription factor binding","MF"
"247","GO:0140297",0.403375614500943,1,2,2,"DNA-binding transcription factor binding","MF"
"107","GO:0019207",0.403634257299101,1,2,2,"kinase regulator activity","MF"
"115","GO:0019887",0.403634257299101,1,2,2,"protein kinase regulator activity","MF"
"37","GO:0005200",0.40826552112422,1,2,2,"structural constituent of cytoskeleton","MF"
"82","GO:0016247",0.427921321994659,1,2,2,"channel regulator activity","MF"
"123","GO:0019955",0.427921321994659,1,2,2,"cytokine binding","MF"
"210","GO:0051020",0.427921321994659,1,2,2,"GTPase binding","MF"
"243","GO:0099106",0.427921321994659,1,2,2,"ion channel regulator activity","MF"
"259","GO:0141108",0.427921321994659,1,2,2,"transporter regulator activity","MF"
"38","GO:0005201",0.430113554985771,1,5,5,"extracellular matrix structural constituent","MF"
"236","GO:0097159",0.4323864638601,0.808512306398679,11,15,"organic cyclic compound binding","MF"
"120","GO:0019902",0.432702910541418,1,2,2,"phosphatase binding","MF"
"121","GO:0019903",0.432702910541418,1,2,2,"protein phosphatase binding","MF"
"268","GO:1990782",0.432702910541418,1,2,2,"protein tyrosine kinase binding","MF"
"30","GO:0004857",0.437259969382433,1,2,2,"enzyme inhibitor activity","MF"
"31","GO:0004866",0.437259969382433,1,2,2,"endopeptidase inhibitor activity","MF"
"135","GO:0030414",0.437259969382433,1,2,2,"peptidase inhibitor activity","MF"
"220","GO:0061135",0.437259969382433,1,2,2,"endopeptidase regulator activity","MF"
"130","GO:0030020",0.439829216069807,1,4,4,"extracellular matrix structural constituent conferring tensile strength","MF"
"122","GO:0019904",0.458572977753797,0.833252940393691,6,8,"protein domain specific binding","MF"
"10","GO:0002134",0.46538090528669,1,2,2,"UTP binding","MF"
"11","GO:0002135",0.46538090528669,1,2,2,"CTP binding","MF"
"102","GO:0017098",0.46538090528669,1,2,2,"sulfonylurea receptor binding","MF"
