"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"852","GO:0030695",0.00363385240972635,0.998876408516654,39,46,"GTPase regulator activity","MF"
"1242","GO:0060589",0.00363385240972635,0.998876408516654,39,46,"nucleoside-triphosphatase regulator activity","MF"
"303","GO:0005085",0.0119531076602387,0.997316759350919,22,25,"guanyl-nucleotide exchange factor activity","MF"
"1110","GO:0046873",0.0323921228182456,0.993445670375388,15,17,"metal ion transmembrane transporter activity","MF"
"341","GO:0005319",0.0552478985426073,1,7,7,"lipid transporter activity","MF"
"1185","GO:0051020",0.0564295538049562,0.977868795344044,25,31,"GTPase binding","MF"
"986","GO:0036002",0.0735650283522529,1,6,6,"pre-mRNA binding","MF"
"541","GO:0015297",0.0737559869357069,1,6,6,"antiporter activity","MF"
"380","GO:0005539",0.0801129466241241,1,6,6,"glycosaminoglycan binding","MF"
"839","GO:0030545",0.0824470575298028,0.987342094853002,9,10,"signaling receptor regulator activity","MF"
"840","GO:0030546",0.0824470575298028,0.987342094853002,9,10,"signaling receptor activator activity","MF"
"777","GO:0019838",0.0834757330050755,1,6,6,"growth factor binding","MF"
"535","GO:0015291",0.0839063911822352,0.987046296603994,9,10,"secondary active transmembrane transporter activity","MF"
"206","GO:0004527",0.0873429344597802,0.986342090789728,9,10,"exonuclease activity","MF"
"286","GO:0004888",0.0878064159150172,0.978437315078584,12,14,"transmembrane signaling receptor activity","MF"
"1367","GO:0098772",0.0883390046503647,0.93881660265854,100,141,"molecular function regulator activity","MF"
"996","GO:0038023",0.0887399522125054,0.96542932957638,20,25,"signaling receptor activity","MF"
"1239","GO:0060089",0.0887399522125054,0.96542932957638,20,25,"molecular transducer activity","MF"
"369","GO:0005509",0.0894741291520032,0.959967353589045,26,33,"calcium ion binding","MF"
"306","GO:0005102",0.0913803539368508,0.943408090425604,59,81,"signaling receptor binding","MF"
"388","GO:0008017",0.105349428482442,0.949478284418414,27,35,"microtubule binding","MF"
"1151","GO:0048306",0.106444970824016,1,5,5,"calcium-dependent protein binding","MF"
"978","GO:0035615",0.110121488577969,1,5,5,"clathrin adaptor activity","MF"
"1431","GO:0140312",0.110121488577969,1,5,5,"cargo adaptor activity","MF"
"508","GO:0015081",0.111923926145788,1,5,5,"sodium ion transmembrane transporter activity","MF"
"1246","GO:0061135",0.112116708622171,1,5,5,"endopeptidase regulator activity","MF"
"429","GO:0008236",0.112864194801042,1,5,5,"serine-type peptidase activity","MF"
"740","GO:0017171",0.112864194801042,1,5,5,"serine hydrolase activity","MF"
"1147","GO:0048018",0.11694409288763,0.980363152489164,8,9,"receptor ligand activity","MF"
"76","GO:0002020",0.118825517633478,0.979933483394184,8,9,"protease binding","MF"
"780","GO:0019842",0.11892286937612,0.979911170796869,8,9,"vitamin binding","MF"
"667","GO:0016796",0.123261357221804,0.978908850733124,8,9,"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF"
"1307","GO:0070851",0.123994972908923,0.97873782971594,8,9,"growth factor receptor binding","MF"
"1429","GO:0140303",0.125401489926747,1,5,5,"intramembrane lipid transporter activity","MF"
"509","GO:0015085",0.126536578487267,0.978141911862156,8,9,"calcium ion transmembrane transporter activity","MF"
"820","GO:0030234",0.127026966486329,0.913050908618529,76,107,"enzyme regulator activity","MF"
"530","GO:0015267",0.13054334922555,0.956651829695106,13,16,"channel activity","MF"
"801","GO:0022803",0.13054334922555,0.956651829695106,13,16,"passive transmembrane transporter activity","MF"
"305","GO:0005096",0.137342825760269,0.941634425708602,19,24,"GTPase activator activity","MF"
"863","GO:0031267",0.14020990986132,0.936060750176827,21,27,"small GTPase binding","MF"
"332","GO:0005261",0.148304456694998,0.958929627686189,10,12,"monoatomic cation channel activity","MF"
"557","GO:0015631",0.159131482387084,0.910231992051264,32,43,"tubulin binding","MF"
"1461","GO:0140677",0.159224473676871,0.897894671875881,49,68,"molecular function activator activity","MF"
"653","GO:0016758",0.163605482200341,0.953205074361393,10,12,"hexosyltransferase activity","MF"
"390","GO:0008047",0.163676408270207,0.901541459431936,38,52,"enzyme activator activity","MF"
"393","GO:0008083",0.168509109058025,1,4,4,"growth factor activity","MF"
"178","GO:0004252",0.16962439935035,1,4,4,"serine-type endopeptidase activity","MF"
"726","GO:0017075",0.172242250975592,1,4,4,"syntaxin-1 binding","MF"
"458","GO:0008408",0.174100401816252,0.966983341240839,7,8,"3'-5' exonuclease activity","MF"
"333","GO:0005262",0.176240009618541,0.966407851659956,7,8,"calcium channel activity","MF"
"29","GO:0000995",0.177277683163502,1,4,4,"RNA polymerase III general transcription initiation factor activity","MF"
"322","GO:0005215",0.177568745048624,0.892222859709265,36,50,"transporter activity","MF"
"177","GO:0004222",0.17944254637712,1,4,4,"metalloendopeptidase activity","MF"
"835","GO:0030414",0.179620478176709,1,4,4,"peptidase inhibitor activity","MF"
"201","GO:0004518",0.1796433286823,0.935450589873329,12,15,"nuclease activity","MF"
"1523","GO:1901681",0.181218170038145,0.965054939682626,7,8,"sulfur compound binding","MF"
"901","GO:0032183",0.182217689588396,1,4,4,"SUMO binding","MF"
"98","GO:0003712",0.186628998609727,0.885521549354359,37,51,"transcription coregulator activity","MF"
"1058","GO:0043325",0.186651948612324,1,4,4,"phosphatidylinositol-3,4-bisphosphate binding","MF"
"1119","GO:0046965",0.186865061055445,1,4,4,"nuclear retinoid X receptor binding","MF"
"1039","GO:0043015",0.187072573852735,1,4,4,"gamma-tubulin binding","MF"
"1281","GO:0070300",0.191527042988892,1,4,4,"phosphatidic acid binding","MF"
"793","GO:0019905",0.193056310140582,0.942650164338963,9,11,"syntaxin binding","MF"
"386","GO:0005548",0.193910033529327,1,4,4,"phospholipid transporter activity","MF"
"1355","GO:0097718",0.193973441232457,1,4,4,"disordered domain specific binding","MF"
"40","GO:0001091",0.196001336096079,1,4,4,"RNA polymerase II general transcription initiation factor binding","MF"
"385","GO:0005547",0.199004686435379,1,4,4,"phosphatidylinositol-3,4,5-trisphosphate binding","MF"
"420","GO:0008194",0.205886242757014,0.937385726350713,9,11,"UDP-glycosyltransferase activity","MF"
"99","GO:0003713",0.216738334688617,0.882041408136534,23,31,"transcription coactivator activity","MF"
"323","GO:0005216",0.218614929255538,0.917534357155966,11,14,"monoatomic ion channel activity","MF"
"319","GO:0005178",0.221998717339983,0.95479296168275,6,7,"integrin binding","MF"
"368","GO:0005507",0.227230537581377,0.953217454778745,6,7,"copper ion binding","MF"
"1530","GO:1902936",0.23292321603285,0.951478431205006,6,7,"phosphatidylinositol bisphosphate binding","MF"
"209","GO:0004532",0.23303508809671,0.951443997339584,6,7,"RNA exonuclease activity","MF"
"709","GO:0016896",0.23303508809671,0.951443997339584,6,7,"RNA exonuclease activity, producing 5'-phosphomonoesters","MF"
"430","GO:0008237",0.23583646370683,0.950578486657204,6,7,"metallopeptidase activity","MF"
"720","GO:0017022",0.237989097379321,0.949909152008688,6,7,"myosin binding","MF"
"362","GO:0005496",0.239332352113005,0.949489606187373,6,7,"steroid binding","MF"
"449","GO:0008324",0.243223472020721,0.870475415078758,19,26,"monoatomic cation transmembrane transporter activity","MF"
"1311","GO:0070888",0.246465586617244,0.94723742011272,6,7,"E-box binding","MF"
"1245","GO:0061134",0.252580758670734,0.918623096723807,8,10,"peptidase regulator activity","MF"
"723","GO:0017056",0.265036654236397,0.941181544808586,6,7,"structural constituent of nuclear pore","MF"
"287","GO:0004896",0.266139662115935,1,3,3,"cytokine receptor activity","MF"
"1442","GO:0140375",0.266139662115935,1,3,3,"immune receptor activity","MF"
"456","GO:0008378",0.267535493919092,1,3,3,"galactosyltransferase activity","MF"
"964","GO:0035250",0.267535493919092,1,3,3,"UDP-galactosyltransferase activity","MF"
"454","GO:0008375",0.26774048400374,1,3,3,"acetylglucosaminyltransferase activity","MF"
"1462","GO:0140678",0.26825352537376,0.860201760870795,17,23,"molecular function inhibitor activity","MF"
"372","GO:0005518",0.268264668300629,1,3,3,"collagen binding","MF"
"1444","GO:0140416",0.268651512906723,1,3,3,"transcription regulator inhibitor activity","MF"
"425","GO:0008201",0.269452477389361,1,3,3,"heparin binding","MF"
"818","GO:0030165",0.270855052967643,0.910166921497599,8,10,"PDZ domain binding","MF"
"872","GO:0031489",0.271788127191564,1,3,3,"myosin V binding","MF"
"967","GO:0035254",0.272926394801127,1,3,3,"glutamate receptor binding","MF"
"968","GO:0035255",0.272926394801127,1,3,3,"ionotropic glutamate receptor binding","MF"
"1114","GO:0046915",0.274601903276968,1,3,3,"transition metal ion transmembrane transporter activity","MF"
"1330","GO:0080025",0.275156784478373,1,3,3,"phosphatidylinositol-3,5-bisphosphate binding","MF"
"1440","GO:0140359",0.276106300031501,1,3,3,"ABC-type transporter activity","MF"
"619","GO:0016627",0.277085568350051,1,3,3,"oxidoreductase activity, acting on the CH-CH group of donors","MF"
"802","GO:0022804",0.278237930239999,0.863009347760937,14,19,"active transmembrane transporter activity","MF"
"284","GO:0004866",0.278495592132099,1,3,3,"endopeptidase inhibitor activity","MF"
"927","GO:0033293",0.278504334534177,1,3,3,"monocarboxylic acid binding","MF"
"1379","GO:0099122",0.280235548175082,1,3,3,"RNA polymerase II C-terminal domain binding","MF"
"249","GO:0004715",0.28116950770612,1,3,3,"non-membrane spanning protein tyrosine kinase activity","MF"
"44","GO:0001098",0.282730717991286,0.904501915360604,8,10,"basal transcription machinery binding","MF"
"45","GO:0001099",0.282730717991286,0.904501915360604,8,10,"basal RNA polymerase II transcription machinery binding","MF"
"1164","GO:0050661",0.284522985415459,1,3,3,"NADP binding","MF"
"750","GO:0019199",0.284816152677769,1,3,3,"transmembrane receptor protein kinase activity","MF"
"127","GO:0003924",0.286708655728465,0.848768853282134,16,22,"GTPase activity","MF"
"1434","GO:0140326",0.287676593847555,1,3,3,"ATPase-coupled intramembrane lipid transporter activity","MF"
"881","GO:0031690",0.287979258089555,1,3,3,"adrenergic receptor binding","MF"
"722","GO:0017046",0.288706770375444,1,3,3,"peptide hormone binding","MF"
"1285","GO:0070411",0.288865806000043,1,3,3,"I-SMAD binding","MF"
"441","GO:0008289",0.289485158709656,0.804117550602351,37,53,"lipid binding","MF"
"317","GO:0005160",0.28950461570573,1,3,3,"transforming growth factor beta receptor binding","MF"
"382","GO:0005543",0.289567961308073,0.818832917658053,27,38,"phospholipid binding","MF"
"811","GO:0022890",0.290514491039412,0.838860631693954,18,25,"inorganic cation transmembrane transporter activity","MF"
"124","GO:0003887",0.292458039234618,1,3,3,"DNA-directed DNA polymerase activity","MF"
"505","GO:0015075",0.293273646562805,0.830683613414871,20,28,"monoatomic ion transmembrane transporter activity","MF"
"756","GO:0019209",0.293980387469854,0.878592734953921,10,13,"kinase activator activity","MF"
"827","GO:0030295",0.293980387469854,0.878592734953921,10,13,"protein kinase activator activity","MF"
"1168","GO:0050699",0.297419036308952,1,3,3,"WW domain binding","MF"
"360","GO:0005484",0.297909641267582,0.932533425971382,5,6,"SNAP receptor activity","MF"
"62","GO:0001664",0.299166178609099,0.849338768316333,14,19,"G protein-coupled receptor binding","MF"
"394","GO:0008092",0.301975551484916,0.779279116905432,54,78,"cytoskeletal protein binding","MF"
"1063","GO:0043426",0.303179287122112,1,3,3,"MRF binding","MF"
"280","GO:0004857",0.307671419414787,0.85537201846974,12,16,"enzyme inhibitor activity","MF"
"502","GO:0015026",0.311038271345834,1,3,3,"coreceptor activity","MF"
"1525","GO:1901981",0.312557396005408,0.852261345106213,12,16,"phosphatidylinositol phosphate binding","MF"
"1176","GO:0050840",0.316660275324869,1,3,3,"extracellular matrix binding","MF"
"384","GO:0005546",0.319205081073918,0.924839364662787,5,6,"phosphatidylinositol-4,5-bisphosphate binding","MF"
"8","GO:0000175",0.319348623242902,0.924786173327989,5,6,"3'-5'-RNA exonuclease activity","MF"
"959","GO:0035091",0.324506554387481,0.814369160219136,18,25,"phosphatidylinositol binding","MF"
"367","GO:0005506",0.324897261099537,0.922716256067233,5,6,"iron ion binding","MF"
"921","GO:0032934",0.327406057533521,0.921771485770148,5,6,"sterol binding","MF"
"315","GO:0005154",0.328340068484906,0.921418337211552,5,6,"epidermal growth factor receptor binding","MF"
"247","GO:0004713",0.328467291227747,0.921370174884072,5,6,"protein tyrosine kinase activity","MF"
"1202","GO:0051539",0.328611483698187,0.921315571109456,5,6,"4 iron, 4 sulfur cluster binding","MF"
"106","GO:0003727",0.331534638508576,0.920204648984264,5,6,"single-stranded RNA binding","MF"
"1175","GO:0050839",0.336833598086503,0.879689071218508,7,9,"cell adhesion molecule binding","MF"
"292","GO:0004930",0.337865323451783,0.917772721002233,5,6,"G protein-coupled receptor activity","MF"
"377","GO:0005525",0.338723532303938,0.797738062782413,19,27,"GTP binding","MF"
"371","GO:0005516",0.342214841270599,0.852177002529756,9,12,"calmodulin binding","MF"
