"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"224","GO:0005102",0.0032460863226931,0.998955753909761,48,56,"signaling receptor binding","MF"
"1131","GO:1901681",0.00370848387774481,1,15,15,"sulfur compound binding","MF"
"285","GO:0005539",0.00562649387775651,1,14,14,"glycosaminoglycan binding","MF"
"322","GO:0008201",0.0248735871822816,1,10,10,"heparin binding","MF"
"16","GO:0000981",0.0253888639320755,0.996856583214739,15,16,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"67","GO:0003700",0.0253888639320755,0.996856583214739,15,16,"DNA-binding transcription factor activity","MF"
"240","GO:0005198",0.0258732976023552,0.992508143695803,24,28,"structural molecule activity","MF"
"238","GO:0005178",0.0260793385557457,1,10,10,"integrin binding","MF"
"86","GO:0003779",0.0306967774472244,0.990801112526156,25,29,"actin binding","MF"
"598","GO:0022804",0.0364364778054603,1,9,9,"active transmembrane transporter activity","MF"
"919","GO:0051219",0.0371222603504761,1,9,9,"phosphoprotein binding","MF"
"287","GO:0005543",0.0384591175736985,0.989682200513091,21,24,"phospholipid binding","MF"
"334","GO:0008289",0.0411358761171267,0.985721629041863,27,32,"lipid binding","MF"
"903","GO:0050839",0.0413161707483514,0.99110367313885,17,19,"cell adhesion molecule binding","MF"
"339","GO:0008324",0.0450082788700065,0.993775123360107,13,14,"monoatomic cation transmembrane transporter activity","MF"
"646","GO:0030695",0.0548713044140733,0.987531822181585,16,18,"GTPase regulator activity","MF"
"943","GO:0060589",0.0548713044140733,0.987531822181585,16,18,"nucleoside-triphosphatase regulator activity","MF"
"301","GO:0008092",0.0569299230887998,0.970925944073064,49,62,"cytoskeletal protein binding","MF"
"909","GO:0051015",0.0581777085262817,0.9865984613115,16,18,"actin filament binding","MF"
"244","GO:0005215",0.0583806713136236,0.983213590792587,19,22,"transporter activity","MF"
"407","GO:0015318",0.0611323572074482,0.990959844841702,12,13,"inorganic molecular entity transmembrane transporter activity","MF"
"637","GO:0030545",0.0629814437525875,0.985369797751024,15,17,"signaling receptor regulator activity","MF"
"274","GO:0005509",0.0651977690135441,0.97796220172685,22,26,"calcium ion binding","MF"
"855","GO:0046872",0.0715974177574642,0.956351236827738,79,104,"metal ion binding","MF"
"606","GO:0022857",0.0745725276562182,0.977558982182692,18,21,"transmembrane transporter activity","MF"
"293","GO:0008013",0.0808797402243873,1,7,7,"beta-catenin binding","MF"
"609","GO:0022890",0.0821100010274127,0.986983561902691,11,12,"inorganic cation transmembrane transporter activity","MF"
"638","GO:0030546",0.0835931273615248,0.97938561613395,14,16,"signaling receptor activator activity","MF"
"879","GO:0048018",0.0835931273615248,0.97938561613395,14,16,"receptor ligand activity","MF"
"33","GO:0001216",0.092877638780134,1,7,7,"DNA-binding transcription activator activity","MF"
"39","GO:0001228",0.092877638780134,1,7,7,"DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"377","GO:0015075",0.0944495304289875,0.975940790027457,14,16,"monoatomic ion transmembrane transporter activity","MF"
"803","GO:0043167",0.101629587021352,0.929513384731374,135,184,"ion binding","MF"
"805","GO:0043169",0.10448848439897,0.932811643430261,81,108,"cation binding","MF"
"754","GO:0036094",0.107852941142694,0.924510532249532,139,190,"small molecule binding","MF"
"605","GO:0022853",0.11087838234895,1,6,6,"active monoatomic ion transmembrane transporter activity","MF"
"1151","GO:1990782",0.111019667670126,1,6,6,"protein tyrosine kinase binding","MF"
"829","GO:0044325",0.121570128584408,1,6,6,"transmembrane transporter binding","MF"
"759","GO:0038023",0.122781657508348,0.966722586975647,13,15,"signaling receptor activity","MF"
"940","GO:0060089",0.122781657508348,0.966722586975647,13,15,"molecular transducer activity","MF"
"732","GO:0035091",0.13050517336107,0.963985684190378,13,15,"phosphatidylinositol binding","MF"
"78","GO:0003735",0.146713157018919,0.959848340207155,10,12,"structural constituent of ribosome","MF"
"203","GO:0004866",0.149420206364001,1,5,5,"endopeptidase inhibitor activity","MF"
