"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"104","GO:0004175",0.0228548497680246,0.99616813391463,10,12,"endopeptidase activity","MF"
"212","GO:0005215",0.0522824045529641,0.975074472567669,25,39,"transporter activity","MF"
"697","GO:0032934",0.0541969368111389,1,4,4,"sterol binding","MF"
"229","GO:0005310",0.0659874766750657,1,4,4,"dicarboxylic acid transmembrane transporter activity","MF"
"366","GO:0015116",0.0659874766750657,1,4,4,"sulfate transmembrane transporter activity","MF"
"356","GO:0015075",0.0751768627345288,0.970439149365892,15,22,"monoatomic ion transmembrane transporter activity","MF"
"213","GO:0005216",0.0889204239427452,0.975599356350027,9,12,"monoatomic ion channel activity","MF"
"231","GO:0005319",0.112043543315667,0.984013818456447,5,6,"lipid transporter activity","MF"
"408","GO:0015485",0.11297786176231,1,3,3,"cholesterol binding","MF"
"325","GO:0008509",0.113205766252228,0.983780288152358,5,6,"monoatomic anion transmembrane transporter activity","MF"
"561","GO:0019003",0.12336592636689,1,3,3,"GDP binding","MF"
"17","GO:0000976",0.124350902683568,0.926363838568392,30,51,"transcription cis-regulatory region binding","MF"
"24","GO:0001067",0.124350902683568,0.926363838568392,30,51,"transcription regulatory region nucleic acid binding","MF"
"300","GO:0008271",0.128972322118939,1,3,3,"secondary active sulfate transmembrane transporter activity","MF"
"223","GO:0005253",0.130012258806403,1,3,3,"monoatomic anion channel activity","MF"
"575","GO:0019531",0.13582608312559,1,3,3,"oxalate transmembrane transporter activity","MF"
"291","GO:0008233",0.139669487751347,0.938968196490121,13,20,"peptidase activity","MF"
"180","GO:0004888",0.141482692188182,0.937986412432413,13,20,"transmembrane signaling receptor activity","MF"
"613","GO:0022853",0.144885420747155,0.965126074047729,6,8,"active monoatomic ion transmembrane transporter activity","MF"
"559","GO:0019001",0.145481072674541,0.932909399454178,14,22,"guanyl nucleotide binding","MF"
"695","GO:0032561",0.145481072674541,0.932909399454178,14,22,"guanyl ribonucleotide binding","MF"
"879","GO:0060090",0.154957378381177,0.931635132460832,12,19,"molecular adaptor activity","MF"
"391","GO:0015267",0.155741439459578,0.944411178961392,9,13,"channel activity","MF"
"601","GO:0022803",0.155741439459578,0.944411178961392,9,13,"passive transmembrane transporter activity","MF"
"671","GO:0031625",0.159341820401814,0.960240808544436,6,8,"ubiquitin protein ligase binding","MF"
"792","GO:0044389",0.159341820401814,0.960240808544436,6,8,"ubiquitin-like protein ligase binding","MF"
"112","GO:0004252",0.182660012222172,0.970226169501255,4,5,"serine-type endopeptidase activity","MF"
"294","GO:0008236",0.182660012222172,0.970226169501255,4,5,"serine-type peptidase activity","MF"
"553","GO:0017171",0.182660012222172,0.970226169501255,4,5,"serine hydrolase activity","MF"
"739","GO:0038023",0.184985861247871,0.90366151056476,16,26,"signaling receptor activity","MF"
"878","GO:0060089",0.184985861247871,0.90366151056476,16,26,"molecular transducer activity","MF"
"421","GO:0016247",0.187021145793712,0.969153097994844,4,5,"channel regulator activity","MF"
"961","GO:0099106",0.187021145793712,0.969153097994844,4,5,"ion channel regulator activity","MF"
"1029","GO:0141108",0.187021145793712,0.969153097994844,4,5,"transporter regulator activity","MF"
"363","GO:0015103",0.191439351528335,0.968050491130503,4,5,"inorganic anion transmembrane transporter activity","MF"
"365","GO:0015108",0.191439351528335,0.968050491130503,4,5,"chloride transmembrane transporter activity","MF"
"18","GO:0000977",0.193516595491869,0.878061121128938,28,49,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"614","GO:0022857",0.197772304183948,0.886014540301986,20,34,"transmembrane transporter activity","MF"
"401","GO:0015318",0.199969748795533,0.905777499220741,12,19,"inorganic molecular entity transmembrane transporter activity","MF"
"225","GO:0005261",0.204073414681889,0.931747020898467,7,10,"monoatomic cation channel activity","MF"
"1055","GO:1990837",0.207896186464664,0.865100443089064,30,53,"sequence-specific double-stranded DNA binding","MF"
"246","GO:0005496",0.2158468324095,0.942297682368808,5,7,"steroid binding","MF"
"52","GO:0003690",0.2182631440955,0.856121464919085,31,55,"double-stranded DNA binding","MF"
"110","GO:0004222",0.21843907322455,0.960973112336457,4,5,"metalloendopeptidase activity","MF"
"22","GO:0000987",0.224188680361897,0.858434984266886,25,44,"cis-regulatory region sequence-specific DNA binding","MF"
"351","GO:0010945",0.229222551235567,1,2,2,"coenzyme A diphosphatase activity","MF"
"308","GO:0008320",0.229323145124031,1,2,2,"protein transmembrane transporter activity","MF"
"999","GO:0140318",0.229323145124031,1,2,2,"protein transporter activity","MF"
"406","GO:0015459",0.229430466288605,1,2,2,"potassium channel regulator activity","MF"
"976","GO:0120013",0.23084274580496,1,2,2,"lipid transfer activity","MF"
"1044","GO:1901682",0.232717944309302,0.935636114199385,5,7,"sulfur compound transmembrane transporter activity","MF"
