"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"344","GO:0016462",0.00188483069596742,1,9,9,"pyrophosphatase activity","MF"
"392","GO:0016817",0.00188483069596742,1,9,9,"hydrolase activity, acting on acid anhydrides","MF"
"393","GO:0016818",0.00188483069596742,1,9,9,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","MF"
"416","GO:0017111",0.00384698642324362,1,8,8,"ribonucleoside triphosphate phosphatase activity","MF"
"215","GO:0005515",0.00430677531636204,0.997824141074027,80,126,"protein binding","MF"
"25","GO:0001228",0.00573502027532645,0.998767640033837,18,22,"DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"595","GO:0042802",0.0106591264465039,0.995521768409915,36,52,"identical protein binding","MF"
"578","GO:0038023",0.0111012925375317,0.997790879602346,15,18,"signaling receptor activity","MF"
"712","GO:0060089",0.0111012925375317,0.997790879602346,15,18,"molecular transducer activity","MF"
"19","GO:0001216",0.0131852190627443,0.996475143086115,18,23,"DNA-binding transcription activator activity","MF"
"152","GO:0004888",0.0136229132657347,0.998682356080319,10,11,"transmembrane signaling receptor activity","MF"
"15","GO:0000978",0.0156139888630465,0.995009332664862,21,28,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"17","GO:0000987",0.0156139888630465,0.995009332664862,21,28,"cis-regulatory region sequence-specific DNA binding","MF"
"617","GO:0043565",0.020637580271309,0.991380046208587,29,42,"sequence-specific DNA binding","MF"
"20","GO:0001217",0.0229484595090522,0.997572095663952,9,10,"DNA-binding transcription repressor activity","MF"
"24","GO:0001227",0.0229484595090522,0.997572095663952,9,10,"DNA-binding transcription repressor activity, RNA polymerase II-specific","MF"
"221","GO:0005525",0.0250186033164067,1,6,6,"GTP binding","MF"
"811","GO:0140678",0.0260138713703479,0.997269131729044,8,9,"molecular function inhibitor activity","MF"
"13","GO:0000976",0.0271485658714339,0.98890942196003,26,37,"transcription cis-regulatory region binding","MF"
"18","GO:0001067",0.0271485658714339,0.98890942196003,26,37,"transcription regulatory region nucleic acid binding","MF"
"16","GO:0000981",0.0284779974410128,0.987971899595303,27,39,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"14","GO:0000977",0.0293261438999577,0.988335156105373,24,34,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"842","GO:1990837",0.0309176730490865,0.986797210513184,27,39,"sequence-specific double-stranded DNA binding","MF"
"453","GO:0019899",0.0398781631868396,0.982467205310081,26,38,"enzyme binding","MF"
"74","GO:0003924",0.0413691963524194,1,5,5,"GTPase activity","MF"
"51","GO:0003700",0.0445986068319369,0.979616873629386,27,40,"DNA-binding transcription factor activity","MF"
"445","GO:0019838",0.0471748804038964,1,5,5,"growth factor binding","MF"
"155","GO:0004930",0.0494989837882156,1,5,5,"G protein-coupled receptor activity","MF"
"178","GO:0005178",0.0536817622366732,1,5,5,"integrin binding","MF"
"685","GO:0050839",0.0536817622366732,1,5,5,"cell adhesion molecule binding","MF"
"798","GO:0140110",0.0627895843396074,0.96820750051962,30,46,"transcription regulator activity","MF"
"757","GO:0097367",0.0630792708835755,0.968547959836417,29,44,"carbohydrate derivative binding","MF"
"50","GO:0003690",0.0705489594279543,0.965031844606207,27,41,"double-stranded DNA binding","MF"
"46","GO:0003677",0.0776617967309559,0.957384697859498,34,54,"DNA binding","MF"
"168","GO:0005102",0.0814197832056779,0.959968089066883,24,37,"signaling receptor binding","MF"
"459","GO:0019955",0.081640745373384,1,4,4,"cytokine binding","MF"
"414","GO:0017076",0.0891793392185276,0.955251564550084,25,38,"purine nucleotide binding","MF"
"406","GO:0016887",0.0929361115520127,1,3,3,"ATP hydrolysis activity","MF"
"526","GO:0032553",0.102326484363023,0.948830737096512,23,35,"ribonucleotide binding","MF"
"527","GO:0032555",0.102326484363023,0.948830737096512,23,35,"purine ribonucleotide binding","MF"
"135","GO:0004713",0.115961847629145,1,4,4,"protein tyrosine kinase activity","MF"
"570","GO:0035639",0.119482433099378,0.940344114823305,21,32,"purine ribonucleoside triphosphate binding","MF"
"146","GO:0004857",0.124153176434398,0.98163194718703,5,6,"enzyme inhibitor activity","MF"
"422","GO:0019001",0.129261716222558,0.968933178828334,7,9,"guanyl nucleotide binding","MF"
"529","GO:0032561",0.129261716222558,0.968933178828334,7,9,"guanyl ribonucleotide binding","MF"
"455","GO:0019901",0.140647650340137,0.94129688798977,13,19,"protein kinase binding","MF"
"651","GO:0046983",0.145633271016898,0.934697743776955,15,22,"protein dimerization activity","MF"
"840","GO:1990782",0.147848806170112,0.976436029151917,5,6,"protein tyrosine kinase binding","MF"
"251","GO:0008200",0.155166222869884,1,3,3,"ion channel inhibitor activity","MF"
"330","GO:0016248",0.155166222869884,1,3,3,"channel inhibitor activity","MF"
"821","GO:0141110",0.155166222869884,1,3,3,"transporter inhibitor activity","MF"
"454","GO:0019900",0.156248635074492,0.929574565253887,14,21,"kinase binding","MF"
"606","GO:0043168",0.157718252192085,0.907854691362452,28,45,"anion binding","MF"
"3","GO:0000166",0.172755103990541,0.899120256531889,26,42,"nucleotide binding","MF"
"824","GO:1901265",0.172755103990541,0.899120256531889,26,42,"nucleoside phosphate binding","MF"
"239","GO:0008083",0.189914528089511,0.952260605348685,5,7,"growth factor activity","MF"
"44","GO:0003674",0.206806712266658,0.869293219180021,167,309,"molecular_function","MF"
"329","GO:0016247",0.209638804649697,0.963519882561842,4,5,"channel regulator activity","MF"
"771","GO:0099106",0.209638804649697,0.963519882561842,4,5,"ion channel regulator activity","MF"
"820","GO:0141108",0.209638804649697,0.963519882561842,4,5,"transporter regulator activity","MF"
"82","GO:0004017",0.211753794639432,1,2,2,"adenylate kinase activity","MF"
"377","GO:0016776",0.211753794639432,1,2,2,"phosphotransferase activity, phosphate group as acceptor","MF"
"431","GO:0019205",0.211753794639432,1,2,2,"nucleobase-containing compound kinase activity","MF"
"673","GO:0050145",0.211753794639432,1,2,2,"nucleoside monophosphate kinase activity","MF"
"225","GO:0005539",0.212474005078388,0.940847303092044,6,8,"glycosaminoglycan binding","MF"
"597","GO:0042826",0.218915135259196,0.961028321760149,4,5,"histone deacetylase binding","MF"
"208","GO:0005488",0.220542498272658,0.840953387267352,135,247,"binding","MF"
"217","GO:0005518",0.228300123826942,1,3,3,"collagen binding","MF"
"435","GO:0019210",0.236008921446768,1,2,2,"kinase inhibitor activity","MF"
"381","GO:0016787",0.236897748986781,0.843651656425907,33,56,"hydrolase activity","MF"
"165","GO:0005080",0.240635831903493,1,2,2,"protein kinase C binding","MF"
"499","GO:0030971",0.240737796737545,0.95489335427196,4,5,"receptor tyrosine kinase binding","MF"
"449","GO:0019855",0.242413652032596,1,2,2,"calcium channel inhibitor activity","MF"
"825","GO:1901363",0.246032039259632,0.842048181633114,28,47,"heterocyclic compound binding","MF"
"32","GO:0001664",0.247085461674122,0.930101723302965,5,7,"G protein-coupled receptor binding","MF"
"551","GO:0035064",0.248896264229855,1,2,2,"methylated histone binding","MF"
"589","GO:0042393",0.248896264229855,1,2,2,"histone binding","MF"
"792","GO:0140034",0.248896264229855,1,2,2,"methylation-dependent protein binding","MF"
"510","GO:0031625",0.256351341741468,0.950266172977706,4,5,"ubiquitin protein ligase binding","MF"
"622","GO:0044389",0.256351341741468,0.950266172977706,4,5,"ubiquitin-like protein ligase binding","MF"
"399","GO:0016853",0.266608351257114,1,2,2,"isomerase activity","MF"
"254","GO:0008234",0.267059545829452,1,2,2,"cysteine-type peptidase activity","MF"
"440","GO:0019783",0.267059545829452,1,2,2,"ubiquitin-like protein peptidase activity","MF"
"171","GO:0005126",0.268448910187538,0.904250959982916,6,9,"cytokine receptor binding","MF"
"584","GO:0042056",0.277595049996567,1,2,2,"chemoattractant activity","MF"
"491","GO:0030545",0.285985777451495,0.863211857790126,9,15,"signaling receptor regulator activity","MF"
"492","GO:0030546",0.285985777451495,0.863211857790126,9,15,"signaling receptor activator activity","MF"
"496","GO:0030554",0.286539682721207,0.824641172748124,20,33,"adenyl nucleotide binding","MF"
"253","GO:0008233",0.289514888898222,0.876567591230794,8,12,"peptidase activity","MF"
