"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"767","GO:0042379",0.0151245162834078,1,3,3,"chemokine receptor binding","MF"
"542","GO:0017022",0.0205033358287328,1,4,4,"myosin binding","MF"
"185","GO:0005109",0.0552867641701676,1,3,3,"frizzled binding","MF"
"526","GO:0016853",0.0553984523311892,1,3,3,"isomerase activity","MF"
"527","GO:0016860",0.0553984523311892,1,3,3,"intramolecular oxidoreductase activity","MF"
"859","GO:0048020",0.0559319682398457,1,2,2,"CCR chemokine receptor binding","MF"
"520","GO:0016829",0.061671217471534,0.993759362421254,4,5,"lyase activity","MF"
"35","GO:0001664",0.0656477245536384,0.981808633519002,7,12,"G protein-coupled receptor binding","MF"
"279","GO:0008009",0.074235384128754,1,2,2,"chemokine activity","MF"
"658","GO:0030594",0.0782992917350131,0.991278110466904,4,5,"neurotransmitter receptor activity","MF"
"995","GO:0098960",0.0782992917350131,0.991278110466904,4,5,"postsynaptic neurotransmitter receptor activity","MF"
"798","GO:0043169",0.0837872045648173,0.944252182211897,50,115,"cation binding","MF"
"796","GO:0043167",0.0970700643424267,0.931275598885031,70,166,"ion binding","MF"
"920","GO:0055102",0.102900438935787,1,2,2,"lipase inhibitor activity","MF"
"1072","GO:0140678",0.104983631599896,0.965228037390355,7,13,"molecular function inhibitor activity","MF"
"495","GO:0016755",0.105311589086539,0.970568071684104,6,10,"aminoacyltransferase activity","MF"
"838","GO:0046872",0.105637488768396,0.9286758558362,47,109,"metal ion binding","MF"
"271","GO:0005539",0.109868852884482,0.968875708307327,6,10,"glycosaminoglycan binding","MF"
"136","GO:0004623",0.11861938343795,1,2,2,"phospholipase A2 activity","MF"
"747","GO:0036094",0.132007601648968,0.903610711380103,71,171,"small molecule binding","MF"
"207","GO:0005212",0.13484316822158,1,2,2,"structural constituent of eye lens","MF"
"236","GO:0005308",0.134950931398945,1,2,2,"creatine transmembrane transporter activity","MF"
"317","GO:0008276",0.136456402479573,1,2,2,"protein methyltransferase activity","MF"
"454","GO:0016278",0.136456402479573,1,2,2,"lysine N-methyltransferase activity","MF"
"455","GO:0016279",0.136456402479573,1,2,2,"protein-lysine N-methyltransferase activity","MF"
"200","GO:0005172",0.136958484680257,1,2,2,"vascular endothelial growth factor receptor binding","MF"
"487","GO:0016712",0.140545178294451,0.982547807771677,3,4,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"63","GO:0003756",0.141859611942795,1,2,2,"protein disulfide isomerase activity","MF"
"528","GO:0016864",0.141859611942795,1,2,2,"intramolecular oxidoreductase activity, transposing S-S bonds","MF"
"432","GO:0015464",0.144064148263302,1,2,2,"acetylcholine receptor activity","MF"
"94","GO:0004112",0.144861010695799,1,2,2,"cyclic-nucleotide phosphodiesterase activity","MF"
"95","GO:0004114",0.144861010695799,1,2,2,"3',5'-cyclic-nucleotide phosphodiesterase activity","MF"
"96","GO:0004115",0.144861010695799,1,2,2,"3',5'-cyclic-AMP phosphodiesterase activity","MF"
"852","GO:0047555",0.144861010695799,1,2,2,"3',5'-cyclic-GMP phosphodiesterase activity","MF"
"523","GO:0016835",0.144892229936734,1,2,2,"carbon-oxygen lyase activity","MF"
"524","GO:0016836",0.144892229936734,1,2,2,"hydro-lyase activity","MF"
"548","GO:0017080",0.145979464501106,1,2,2,"sodium channel regulator activity","MF"
"972","GO:0086006",0.145979464501106,1,2,2,"voltage-gated sodium channel activity involved in cardiac muscle cell action potential","MF"
"652","GO:0030545",0.151992417912669,0.929999320735397,10,21,"signaling receptor regulator activity","MF"
"308","GO:0008235",0.153629093673177,1,2,2,"metalloexopeptidase activity","MF"
"1004","GO:0099528",0.1564804579465,1,2,2,"G protein-coupled neurotransmitter receptor activity","MF"
"619","GO:0022839",0.157298159090092,1,2,2,"monoatomic ion-gated channel activity","MF"
