"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1","GO:0000064",1,1,1,1,"L-ornithine transmembrane transporter activity","MF"
"2","GO:0000149",1,1,2,2,"SNARE binding","MF"
"3","GO:0000166",1,1,6,6,"nucleotide binding","MF"
"4","GO:0000287",1,1,1,1,"magnesium ion binding","MF"
"5","GO:0000822",1,1,1,1,"inositol hexakisphosphate binding","MF"
"6","GO:0000976",1,1,4,4,"transcription cis-regulatory region binding","MF"
"7","GO:0000977",1,1,4,4,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"8","GO:0000978",1,1,4,4,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"9","GO:0000981",1,1,4,4,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"10","GO:0000987",1,1,4,4,"cis-regulatory region sequence-specific DNA binding","MF"
"11","GO:0001067",1,1,4,4,"transcription regulatory region nucleic acid binding","MF"
"12","GO:0001216",1,1,3,3,"DNA-binding transcription activator activity","MF"
"13","GO:0001217",1,1,1,1,"DNA-binding transcription repressor activity","MF"
"14","GO:0001221",1,1,1,1,"transcription coregulator binding","MF"
"15","GO:0001223",1,1,1,1,"transcription coactivator binding","MF"
"16","GO:0001227",1,1,1,1,"DNA-binding transcription repressor activity, RNA polymerase II-specific","MF"
"17","GO:0001228",1,1,3,3,"DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"18","GO:0001540",1,1,1,1,"amyloid-beta binding","MF"
"19","GO:0001640",1,1,1,1,"adenylate cyclase inhibiting G protein-coupled glutamate receptor activity","MF"
"20","GO:0001642",1,1,1,1,"group III metabotropic glutamate receptor activity","MF"
"21","GO:0001653",1,1,1,1,"peptide receptor activity","MF"
"22","GO:0001664",1,1,1,1,"G protein-coupled receptor binding","MF"
"23","GO:0001965",1,1,1,1,"G-protein alpha-subunit binding","MF"
"24","GO:0003674",1,1,51,51,"molecular_function","MF"
"25","GO:0003676",1,1,6,6,"nucleic acid binding","MF"
"26","GO:0003677",1,1,5,5,"DNA binding","MF"
"27","GO:0003682",1,1,2,2,"chromatin binding","MF"
"28","GO:0003684",1,1,1,1,"damaged DNA binding","MF"
"29","GO:0003690",1,1,4,4,"double-stranded DNA binding","MF"
"30","GO:0003700",1,1,4,4,"DNA-binding transcription factor activity","MF"
"31","GO:0003723",1,1,1,1,"RNA binding","MF"
"32","GO:0003727",1,1,1,1,"single-stranded RNA binding","MF"
"33","GO:0003779",1,1,3,3,"actin binding","MF"
"34","GO:0003824",1,1,16,16,"catalytic activity","MF"
"35","GO:0003924",1,1,1,1,"GTPase activity","MF"
"36","GO:0004022",1,1,1,1,"alcohol dehydrogenase (NAD+) activity","MF"
"37","GO:0004032",1,1,1,1,"aldose reductase (NADPH) activity","MF"
"38","GO:0004033",1,1,1,1,"aldo-keto reductase (NADPH) activity","MF"
"39","GO:0004175",1,1,3,3,"endopeptidase activity","MF"
"40","GO:0004197",1,1,1,1,"cysteine-type endopeptidase activity","MF"
"41","GO:0004198",1,1,1,1,"calcium-dependent cysteine-type endopeptidase activity","MF"
"42","GO:0004222",1,1,2,2,"metalloendopeptidase activity","MF"
"43","GO:0004364",1,1,1,1,"glutathione transferase activity","MF"
"44","GO:0004497",1,1,2,2,"monooxygenase activity","MF"
"45","GO:0004672",1,1,3,3,"protein kinase activity","MF"
"46","GO:0004674",1,1,2,2,"protein serine/threonine kinase activity","MF"
"47","GO:0004713",1,1,1,1,"protein tyrosine kinase activity","MF"
"48","GO:0004714",1,1,1,1,"transmembrane receptor protein tyrosine kinase activity","MF"
"49","GO:0004721",1,1,1,1,"phosphoprotein phosphatase activity","MF"
"50","GO:0004722",1,1,1,1,"protein serine/threonine phosphatase activity","MF"
"51","GO:0004725",1,1,1,1,"protein tyrosine phosphatase activity","MF"
