"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"320","GO:0005085",0.00477463353892372,0.999555655084711,17,18,"guanyl-nucleotide exchange factor activity","MF"
"445","GO:0008194",0.0123934996657108,1,10,10,"UDP-glycosyltransferase activity","MF"
"332","GO:0005126",0.0184127486600196,0.99791334559189,13,14,"cytokine receptor binding","MF"
"884","GO:0030695",0.0288259602522935,0.989004079170055,30,37,"GTPase regulator activity","MF"
"1286","GO:0060589",0.0288259602522935,0.989004079170055,30,37,"nucleoside-triphosphatase regulator activity","MF"
"1094","GO:0043178",0.0300756703078645,1,8,8,"alcohol binding","MF"
"662","GO:0016667",0.0348722753907269,1,7,7,"oxidoreductase activity, acting on a sulfur group of donors","MF"
"895","GO:0031267",0.0369600019494491,0.98399012050977,34,43,"small GTPase binding","MF"
"683","GO:0016758",0.0394428673086521,0.991784622162929,14,16,"hexosyltransferase activity","MF"
"639","GO:0016491",0.0426264658592966,0.980698511055162,33,43,"oxidoreductase activity","MF"
"731","GO:0016874",0.0492122850777034,1,7,7,"ligase activity","MF"
"1232","GO:0051020",0.0509988783354724,0.975438836325637,37,48,"GTPase binding","MF"
"1568","GO:1901681",0.0510323529452531,0.99302707126923,10,11,"sulfur compound binding","MF"
"530","GO:0015036",0.0541880133763981,1,6,6,"disulfide oxidoreductase activity","MF"
"1064","GO:0042802",0.0559423795031911,0.961160134850335,123,176,"identical protein binding","MF"
"119","GO:0003779",0.0576848209408358,0.981105036420308,19,23,"actin binding","MF"
"35","GO:0000978",0.0648901745299594,0.967047967514917,37,49,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"402","GO:0005539",0.0668296951683862,1,6,6,"glycosaminoglycan binding","MF"
"1465","GO:0140223",0.0693603796149778,1,6,6,"general transcription initiation factor activity","MF"
"682","GO:0016757",0.0727225561921409,0.972755254368504,20,25,"glycosyltransferase activity","MF"
"97","GO:0003697",0.0818680613447277,0.975542519702464,14,17,"single-stranded DNA binding","MF"
"40","GO:0000993",0.0830674442495702,0.987213496883577,9,10,"RNA polymerase II complex binding","MF"
"1092","GO:0043175",0.0830674442495702,0.987213496883577,9,10,"RNA polymerase core enzyme binding","MF"
"1318","GO:0070063",0.0830674442495702,0.987213496883577,9,10,"RNA polymerase binding","MF"
"870","GO:0030545",0.0898560258693651,0.986213466776449,8,9,"signaling receptor regulator activity","MF"
"871","GO:0030546",0.0898560258693651,0.986213466776449,8,9,"signaling receptor activator activity","MF"
"1187","GO:0048018",0.0898560258693651,0.986213466776449,8,9,"receptor ligand activity","MF"
"331","GO:0005125",0.0966793527279751,1,5,5,"cytokine activity","MF"
"1348","GO:0070851",0.0992269072089733,0.984259654106005,8,9,"growth factor receptor binding","MF"
"689","GO:0016776",0.100310210387929,1,5,5,"phosphotransferase activity, phosphate group as acceptor","MF"
"607","GO:0016209",0.100425500473807,1,5,5,"antioxidant activity","MF"
"56","GO:0001098",0.101863396254661,0.974360751221712,11,13,"basal transcription machinery binding","MF"
"57","GO:0001099",0.101863396254661,0.974360751221712,11,13,"basal RNA polymerase II transcription machinery binding","MF"
"1051","GO:0042277",0.105924631402303,1,5,5,"peptide binding","MF"
"69","GO:0001228",0.108321171492013,0.953171322232532,21,27,"DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"590","GO:0015485",0.111911035973108,1,5,5,"cholesterol binding","MF"
"714","GO:0016835",0.111998574052993,1,5,5,"carbon-oxygen lyase activity","MF"
"1065","GO:0042803",0.115962794915026,0.931604260224684,42,58,"protein homodimerization activity","MF"
"1404","GO:0098772",0.117726397168422,0.918141802756321,84,120,"molecular function regulator activity","MF"
"1538","GO:0140996",0.123079901847412,1,5,5,"histone H3 kinase activity","MF"
"1047","GO:0042056",0.135487318244327,1,4,4,"chemoattractant activity","MF"
"1069","GO:0042826",0.135525738276104,0.963526191740635,10,12,"histone deacetylase binding","MF"
"394","GO:0005515",0.136506085235444,0.88850057769611,355,536,"protein binding","MF"
"658","GO:0016651",0.143492267843277,1,4,4,"oxidoreductase activity, acting on NAD(P)H","MF"
"38","GO:0000987",0.143816907805377,0.91398703294972,39,54,"cis-regulatory region sequence-specific DNA binding","MF"
"63","GO:0001216",0.14433632181944,0.930576725501408,22,29,"DNA-binding transcription activator activity","MF"
"316","GO:0005048",0.15718577676554,1,4,4,"signal sequence binding","MF"
"393","GO:0005509",0.160332588450238,0.944304736428535,12,15,"calcium ion binding","MF"
"820","GO:0019899",0.160454384012955,0.876147666101468,138,203,"enzyme binding","MF"
"612","GO:0016251",0.160733395075837,1,4,4,"RNA polymerase II general transcription initiation factor activity","MF"
"827","GO:0019955",0.165516047763764,1,4,4,"cytokine binding","MF"
"791","GO:0019208",0.166045854332723,0.969111466609111,7,8,"phosphatase regulator activity","MF"
"715","GO:0016836",0.168535316833813,1,4,4,"hydro-lyase activity","MF"
"461","GO:0008289",0.169315875767789,0.893425456210674,42,59,"lipid binding","MF"
"473","GO:0008376",0.171733998389429,1,4,4,"acetylgalactosaminyltransferase activity","MF"
"628","GO:0016411",0.172049282191479,1,4,4,"acylglycerol O-acyltransferase activity","MF"
"735","GO:0016879",0.173758944151693,1,4,4,"ligase activity, forming carbon-nitrogen bonds","MF"
"1484","GO:0140416",0.17683682741626,1,4,4,"transcription regulator inhibitor activity","MF"
"1500","GO:0140612",0.17812836216634,1,4,4,"DNA damage sensor activity","MF"
"1504","GO:0140664",0.17812836216634,1,4,4,"ATP-dependent DNA damage sensor activity","MF"
"945","GO:0032813",0.18170644131857,1,4,4,"tumor necrosis factor receptor superfamily binding","MF"
"411","GO:0008013",0.18198199731121,0.964839007115799,7,8,"beta-catenin binding","MF"
"476","GO:0008409",0.185417323504841,1,4,4,"5'-3' exonuclease activity","MF"
"176","GO:0004222",0.186663421768564,1,4,4,"metalloendopeptidase activity","MF"
"72","GO:0001664",0.188114379758763,0.964466017956619,6,7,"G protein-coupled receptor binding","MF"
"92","GO:0003684",0.189296413087289,1,4,4,"damaged DNA binding","MF"
"323","GO:0005102",0.192775874636611,0.873581791157382,45,64,"signaling receptor binding","MF"
"710","GO:0016829",0.199042582230123,0.91759977104228,13,17,"lyase activity","MF"
"830","GO:0020037",0.201433889855022,0.960768823063798,6,7,"heme binding","MF"
"788","GO:0019205",0.207035491177386,0.959172117204842,6,7,"nucleobase-containing compound kinase activity","MF"
"778","GO:0018455",0.221887248354538,1,3,3,"alcohol dehydrogenase [NAD(P)+] activity","MF"
"513","GO:0009055",0.228533187413838,1,3,3,"electron transfer activity","MF"
"769","GO:0017124",0.22939591634387,0.928884719781393,8,10,"SH3 domain binding","MF"
"846","GO:0030234",0.230796403133102,0.834730695094112,61,88,"enzyme regulator activity","MF"
"529","GO:0015035",0.231154411831783,1,3,3,"protein-disulfide reductase activity","MF"
"515","GO:0009922",0.233432829178991,1,3,3,"fatty acid elongase activity","MF"
"228","GO:0004550",0.241922166434768,1,3,3,"nucleoside diphosphate kinase activity","MF"
"1262","GO:0051959",0.243256115222619,1,3,3,"dynein light intermediate chain binding","MF"
"6","GO:0000062",0.250366584784631,1,3,3,"fatty-acyl-CoA binding","MF"
"1441","GO:0120227",0.250366584784631,1,3,3,"acyl-CoA binding","MF"
"1565","GO:1901567",0.250366584784631,1,3,3,"fatty acid derivative binding","MF"
"1140","GO:0046332",0.250799648776843,0.945840155213713,6,7,"SMAD binding","MF"
"226","GO:0004536",0.251190957267019,0.919238349097102,8,10,"DNA nuclease activity","MF"
"448","GO:0008201",0.252572483422464,1,3,3,"heparin binding","MF"
"1296","GO:0061631",0.25277433851294,1,3,3,"ubiquitin conjugating enzyme activity","MF"
"1298","GO:0061650",0.25277433851294,1,3,3,"ubiquitin-like protein conjugating enzyme activity","MF"
"593","GO:0015631",0.253749328321545,0.849270794594479,25,35,"tubulin binding","MF"
"453","GO:0008237",0.253885379887078,0.918014734605013,8,10,"metallopeptidase activity","MF"
"195","GO:0004407",0.256816276679676,1,3,3,"histone deacetylase activity","MF"
"1473","GO:0140313",0.256989922367013,1,3,3,"molecular sequestering activity","MF"
"755","GO:0017025",0.25878354475401,1,3,3,"TBP-class protein binding","MF"
"1166","GO:0046983",0.259794791758736,0.812629770548981,55,81,"protein dimerization activity","MF"
"1320","GO:0070182",0.260322763954892,1,3,3,"DNA polymerase binding","MF"
