"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"55","GO:0001217",0.00558165048364075,0.999111753110273,22,24,"DNA-binding transcription repressor activity","MF"
"429","GO:0008270",0.010849719871406,0.995520204634981,48,59,"zinc ion binding","MF"
"59","GO:0001227",0.014504351324615,0.997374990571142,19,21,"DNA-binding transcription repressor activity, RNA polymerase II-specific","MF"
"1072","GO:0043565",0.0204400390962651,0.98936858077219,66,85,"sequence-specific DNA binding","MF"
"1552","GO:1990837",0.0216525641587474,0.989224240535909,58,74,"sequence-specific double-stranded DNA binding","MF"
"27","GO:0000977",0.0241829398682894,0.988887895938641,47,59,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"26","GO:0000976",0.0259150809923477,0.986891092846644,57,73,"transcription cis-regulatory region binding","MF"
"41","GO:0001067",0.0337842847040144,0.982180004730208,58,75,"transcription regulatory region nucleic acid binding","MF"
"1191","GO:0050839",0.0360312425473823,0.992466675521215,16,18,"cell adhesion molecule binding","MF"
"1092","GO:0044877",0.0387460066668532,0.976011927275413,93,125,"protein-containing complex binding","MF"
"1052","GO:0043177",0.0411236148386165,0.994482014553555,12,13,"organic acid binding","MF"
"379","GO:0005539",0.0414884595388177,0.994420488595621,12,13,"glycosaminoglycan binding","MF"
"90","GO:0003700",0.0438238523413745,0.978555290833048,44,56,"DNA-binding transcription factor activity","MF"
"30","GO:0000981",0.0468085932651656,0.977552246117997,41,52,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"28","GO:0000978",0.0489467017111489,0.977136737936513,38,48,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"31","GO:0000987",0.054210432875346,0.973562296316646,40,51,"cis-regulatory region sequence-specific DNA binding","MF"
"1463","GO:0140678",0.0562560165418783,0.979557652755294,23,28,"molecular function inhibitor activity","MF"
"845","GO:0031406",0.0571310670556735,0.991785424182777,11,12,"carboxylic acid binding","MF"
"1460","GO:0140658",0.0607887091015649,1,7,7,"ATP-dependent chromatin remodeler activity","MF"
"37","GO:0001046",0.0613335091213207,1,7,7,"core promoter sequence-specific DNA binding","MF"
"733","GO:0019210",0.0615851764147375,1,7,7,"kinase inhibitor activity","MF"
"1121","GO:0046914",0.071041537546882,0.95900575779856,56,74,"transition metal ion binding","MF"
"418","GO:0008201",0.0796148439934854,0.987640913338146,10,11,"heparin binding","MF"
"54","GO:0001216",0.0822117270585285,0.968115455330206,22,27,"DNA-binding transcription activator activity","MF"
"60","GO:0001228",0.0822117270585285,0.968115455330206,22,27,"DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"372","GO:0005516",0.0828794125118582,0.986974045010876,10,11,"calmodulin binding","MF"
"87","GO:0003690",0.0831671382894656,0.94943485246376,62,83,"double-stranded DNA binding","MF"
