UniqueCount	AmbigCount
48622	5
48145	5
218222	10
91529	5
31135	3
124377	19
73929	11
7785	1
4579	4066
66444	30
38917	4
145	0
78528	4
25	188
15	157
13	197
0	0
0	0
0	0
0	106
0	104
1	77
15	107
98	983
303	842
0	659
626	0
0	0
397	455
76	455
7	31
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
45	107
2086	0
0	1
2	717
0	349
3	384
8	23
1	8
0	23
0	0
0	0
0	677
0	681
563	144
0	1
1	0
0	63
2	80
4	30
1	4
0	3
392	122
0	122
293	661
84	572
0	170
563	108
3	82
0	111
5	184
2	184
0	164
0	70
0	62
0	76
1	737
0	741
4	0
0	0
0	0
0	10
0	4
0	0
0	2
0	3
5	19
0	975
11	0
13	0
2	0
1	958
5	975
28	3
2	3
173	469
0	355
0	4
0	464
3	179
318	179
0	825
24	830
0	102
696	102
0	38
0	39
0	25
0	39
0	34
0	7
0	38
0	0
0	0
9	210
28	208
2	16
161	1
7	15
0	0
0	15
20	352
3	39
158	369
963	967
6	278
12	960
242	0
0	0
586	531
0	531
0	0
0	0
0	0
0	1
0	1
0	0
0	0
50	109
0	0
0	18
204	501
0	358
0	109
3	497
208	41
0	41
0	569
1	70
0	365
57	588
248	84
12	84
1	224
14	193
0	200
0	0
0	0
0	0
88	0
2	0
0	13
0	0
0	13
1248	357
5	357
11	654
67	685
0	1
4	0
114	691
23	691
4	22
0	11
0	10
0	58
31	0
305	34
0	9
0	6
0	25
0	0
0	0
0	0
0	0
0	0
1	630
218	638
13	357
0	13
0	5
4	701
7	82
23	619
218	397
1031	0
969	1
52	718
10	718
30	748
11	585
27	418
27	133
11	234
4	612
0	0
0	0
0	0
0	0
22	5123
88	4856
7	559
0	162
0	0
0	379
0	0
0	584
3	0
2	5344
31	212
370	137
17	349
0	0
0	0
7	52
932	299
12	265
48	288
0	2
0	0
0	0
0	0
0	39
1	39
93	155
3	155
3390	0
1	1
0	41
0	3
0	63
0	62
202	101
0	72
0	72
0	130
3	54
0	119
0	0
0	0
36	0
0	16
1	9
0	13
0	6
430	659
4	441
5	132
4	333
0	595
2	206
17	2403
0	2718
13765	7366
0	115
0	0
0	0
21	2348
30	1798
124	2246
0	1353
114	125
0	0
0	0
0	597
83	506
0	803
0	1103
2	379
31	427
2	397
266	1603
5	1603
6	1529
43	1529
1	2383
0	45
0	1629
5	1402
633	139
15	50
27	189
0	0
0	0
0	0
0	0
1	0
0	0
0	12
0	12
0	14
13001	65
13	65
71	1086
43	0
4	1086
213	249
0	246
0	0
0	0
1024	0
0	0
33	115
6	370
0	24
5	28
1	28
0	369
18	660
117	660
67	863
14	892
30	891
73	65
0	65
83	0
0	0
1	162
55	162
1298	428
1	33
1	159
0	228
0	0
47	66
51	581
811	0
649	4
0	4
2	268
0	275
5	31
1	52
6	34
9	203
1	0
4	2627
134	2637
12	2489
2	835
9	679
10	741
0	573
0	43
1	71
126	919
7	391
13	391
2	87
0	395
212	227
451	413
58	186
0	0
2620	2411
12	1194
129	1449
3759	455
4	373
0	13
0	14
13	0
0	0
583	5061
45	5061
2	2277
0	111
0	24
23	109
2	37
0	368
1	26
363	368
8	202
0	201
0	988
29	1066
0	0
0	0
0	0
0	0
0	1220
0	1289
63	1088
960	21
197	33
8	13
27	48
0	0
0	48
0	0
10	113
0	113
0	86
0	0
11	1526
11	846
24	807
39	199
3	1245
145	727
189	485
0	25
0	60
63	199
0	474
100	443
209	443
627	0
26	283
28	455
0	306
306	409
87	568
3	568
0	0
2	2383
567	0
364	252
5	252
1449	405
0	405
0	0
0	0
26	2
924	1
6435	0
151	89
0	2
10	12
0	12
0	89
4812	224
5	144
0	144
0	31
490	31
482	22119
0	18537
4	9891
0	0
0	0
0	0
0	0
210	664
9	664
617	1538
0	0
595	272
2	272
2	258
21	136
707	0
0	48
6	47
0	48
0	45
0	0
0	0
539	3430
69	3430
12	120
0	0
0	0
0	0
0	1
2	0
0	1
0	0
0	402
0	0
100	402
7	0
15	0
1887	446
12	440
5	6
23	45
0	997
2	11
2	44
0	994
3	0
4	203
0	203
0	96
37	198
0	195
0	5
7	2
0	18
4	63
0	5
1	72
0	0
123	0
0	2
0	2
10	412
0	52
0	207
0	158
0	412
0	0
0	100
0	122
1	184
16	234
0	0
0	0
8	106
282	107
0	0
769	0
625	0
0	11
13	28
3	27
8	1097
11	84
0	102
2	82
21	1097
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
516	115
11	0
118	909
1	36
0	0
0	0
41	693
0	447
0	69
0	64
192	681
65	105
0	101
1183	5803
42	3084
7	4036
22	90
36	0
1	827
680	0
0	0
1	1
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
302	1052
0	103
0	1052
0	0
0	0
0	0
0	0
6	87
420	87
742	2
0	158
4	152
1	18
0	131
0	158
283	874
16	125
10	751
0	110
3	413
4	210
12	0
97	0
41	925
2846	1117
19	283
0	0
95	0
0	0
0	0
0	0
7	34
1	2
0	34
0	0
258	1021
0	517
93	1538
0	1035
26	1035
30	526
0	31
23	53
17	579
0	0
0	0
0	0
0	0
0	0
0	0
0	0
85	3066
0	103
0	2973
0	0
91	40
6	40
39	1306
0	1402
1	645
1	0
10	2
0	1406
2	0
0	0
0	0
32	2734
0	3059
266	438
985	480
15	23
0	23
0	3
0	3
0	0
0	0
270	203
4	0
2	0
725	37
4	37
427	1685
186	1685
295	44
0	9
3	35
0	0
32	207
0	207
2	202
0	56
0	37
0	0
1041	26
4	126
48	0
0	7
0	19
6	19
28	11
412	182
0	163
1951	1
0	0
0	0
689	177
126	3
1	174
0	0
0	6
0	2
1	6
0	0
0	0
4862	572
3	0
5	572
4	192
13	192
0	0
0	0
0	0
686	0
1	22
248	1782
16	1782
2	40
0	141
0	0
0	0
277	169
0	169
0	0
147	0
690	0
4	0
261	228
16	224
1	145
0	558
20	820
0	8
0	8
35	8
2	0
1118	712
9	712
240	23
0	8
5	2
0	13
0	1
0	883
0	274
6	0
0	816
1290	89
2	89
158	0
1	1
1	0
0	0
2	0
0	0
96	0
0	590
0	0
2	42
0	628
0	63
0	318
0	6
0	2
0	1
240	320
253	0
45	7784
0	3282
436	7025
0	6139
1	0
0	3223
43	388
15	18
19	0
4	941
147	8028
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	46
4	46
539	0
158	119
0	119
1043	387
0	174
0	213
969	169
1	100
0	159
2	0
0	0
0	1039
3	1039
0	903
0	420
42	883
0	994
13	1259
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
17	1349
0	277
1	1214
0	53
0	52
2	52
1603	0
28	171
0	155
19	214
32	21
94	22
9052	1262
1	450
1	170
5	8
11	1
0	0
0	0
0	0
0	0
15	309
1	49
0	309
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
94	709
1	448
1	21
0	26
8	35
0	0
44	1
8	0
0	417
15	0
0	0
0	0
0	2
0	3
0	2
1	3
964	0
1366	0
0	968
96	149
59	205
0	19
2	42
1	150
0	30
0	17
0	50
0	7
54	0
0	166
0	120
188	286
2557	1552
0	1552
3096	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	447
0	252
0	0
270	201
5	0
2	69
4	155
5	67
5	60
40	117
0	128
0	111
0	1
239	1726
51	4263
1215	4071
0	53
1	0
0	0
0	0
54	53
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
