UniqueCount	AmbigCount
47262	1
45468	0
207545	5
89857	1
31287	21
117891	23
77039	1
7003	0
3607	3489
61249	22
37603	0
130	0
76820	1
19	202
23	167
8	212
0	0
0	0
0	0
2	122
0	126
1	88
10	127
125	1117
344	932
0	761
786	0
0	0
346	375
76	375
5	56
0	0
0	0
0	0
7	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
52	120
1659	0
4	0
0	804
0	339
1	392
12	19
5	10
0	19
0	2
0	2
0	749
0	750
610	138
2	3
0	0
0	59
8	76
0	27
1	2
0	3
416	110
0	110
206	624
69	531
0	154
574	115
2	73
0	121
1	109
4	109
1	100
0	43
0	38
0	42
10	795
0	809
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
3	3
0	822
14	0
11	0
2	0
2	816
4	823
29	5
1	5
136	442
0	333
0	2
0	438
1	179
300	179
0	898
26	912
0	63
640	63
0	34
0	33
0	18
0	32
0	31
0	7
0	29
0	0
0	0
11	198
39	192
3	21
231	1
9	10
0	0
0	10
13	341
1	49
124	370
878	878
13	266
13	877
130	0
0	0
450	404
0	404
0	0
0	0
0	0
0	0
0	0
0	0
0	0
34	118
0	0
0	15
127	515
0	345
0	106
0	515
189	69
0	69
1	627
3	77
0	389
48	639
207	54
8	54
1	249
2	220
0	216
0	0
0	0
0	0
77	0
2	0
0	6
0	0
0	6
931	339
3	339
11	597
62	612
1	1
1	1
113	671
27	671
0	14
0	8
0	8
0	31
32	0
224	41
0	7
0	3
0	34
0	0
0	0
0	0
0	0
0	0
4	552
181	565
0	47
3	17
4	0
3	600
4	86
12	515
233	449
970	0
857	0
41	789
13	789
28	727
44	598
17	359
27	135
7	254
8	611
0	0
0	0
0	0
0	0
34	4386
50	4166
3	476
0	141
0	0
2	318
0	0
0	533
1	0
0	4541
33	222
340	118
7	340
0	0
0	0
11	32
788	244
8	223
50	233
0	4
0	0
0	0
0	0
0	46
0	46
98	149
16	149
2980	0
1	3
0	38
0	3
0	56
0	53
224	99
0	63
